Class	Name	MPIMP-ID	Spikelet_N22 Control EGF_10d_End of stress	Spikelet_N22 Control EGF_10d_End of stress	Spikelet_N22 Control EGF_10d_End of stress	Spikelet_N22 Control EGF_10d_End of stress	Spikelet_N22 Control EGF_10d_End of stress	Spikelet_N22 Control EGF_12h_ Rewatering	Spikelet_N22 Control EGF_12h_ Rewatering	Spikelet_N22 Control EGF_12h_ Rewatering	Spikelet_N22 Control EGF_12h_ Rewatering	Spikelet_N22 Control EGF_12h_ Rewatering	Spikelet_N22 Control EGF_36h_ Rewatering	Spikelet_N22 Control EGF_36h_ Rewatering	Spikelet_N22 Control EGF_36h_ Rewatering	Spikelet_N22 Control EGF_36h_ Rewatering	Spikelet_N22 Control EGF_36h_ Rewatering	Spikelet_N22 Control EGF_60h_ Rewatering	Spikelet_N22 Control EGF_60h_ Rewatering	Spikelet_N22 Control EGF_60h_ Rewatering	Spikelet_N22 Control EGF_60h_ Rewatering	Spikelet_N22 Control EGF_60h_ Rewatering	Spikelet_N22 Heat & drought EGF_10d_End of stress	Spikelet_N22 Heat & drought EGF_10d_End of stress	Spikelet_N22 Heat & drought EGF_10d_End of stress	Spikelet_N22 Heat & drought EGF_10d_End of stress	Spikelet_N22 Heat & drought EGF_10d_End of stress	Spikelet_N22 Heat & drought EGF Rewatering 12h	Spikelet_N22 Heat & drought EGF Rewatering 12h	Spikelet_N22 Heat & drought EGF Rewatering 12h	Spikelet_N22 Heat & drought EGF Rewatering 12h	Spikelet_N22 Heat & drought EGF Rewatering 12h	Spikelet_N22 Heat & drought EGF Rewatering 36h	Spikelet_N22 Heat & drought EGF Rewatering 36h	Spikelet_N22 Heat & drought EGF Rewatering 36h	Spikelet_N22 Heat & drought EGF Rewatering 36h	Spikelet_N22 Heat & drought EGF Rewatering 36h	Spikelet_N22 Heat & drought EGF Rewatering 60h	Spikelet_N22 Heat & drought EGF Rewatering 60h	Spikelet_N22 Heat & drought EGF Rewatering 60h	Spikelet_N22 Heat & drought EGF Rewatering 60h	Spikelet_N22 Heat & drought EGF Rewatering 60h	Spikelet_Dular Control EGF_10d_End of stress	Spikelet_Dular Control EGF_10d_End of stress	Spikelet_Dular Control EGF_10d_End of stress	Spikelet_Dular Control EGF_10d_End of stress	Spikelet_Dular Control EGF_10d_End of stress	Spikelet_Dular Control EGF_12h_ Rewatering	Spikelet_Dular Control EGF_12h_ Rewatering	Spikelet_Dular Control EGF_12h_ Rewatering	Spikelet_Dular Control EGF_12h_ Rewatering	Spikelet_Dular Control EGF_12h_ Rewatering	Spikelet_Dular Control EGF_36h_ Rewatering	Spikelet_Dular Control EGF_36h_ Rewatering	Spikelet_Dular Control EGF_36h_ Rewatering	Spikelet_Dular Control EGF_36h_ Rewatering	Spikelet_Dular Control EGF_36h_ Rewatering	Spikelet_Dular Control EGF_60h_ Rewatering	Spikelet_Dular Control EGF_60h_ Rewatering	Spikelet_Dular Control EGF_60h_ Rewatering	Spikelet_Dular Control EGF_60h_ Rewatering	Spikelet_Dular Control EGF_60h_ Rewatering	Spikelet_Dular Heat & drought EGF_10d_End of stress	Spikelet_Dular Heat & drought EGF_10d_End of stress	Spikelet_Dular Heat & drought EGF_10d_End of stress	Spikelet_Dular Heat & drought EGF_10d_End of stress	Spikelet_Dular Heat & drought EGF_10d_End of stress	Spikelet_Dular Heat & drought EGF Rewatering 12h	Spikelet_Dular Heat & drought EGF Rewatering 12h	Spikelet_Dular Heat & drought EGF Rewatering 12h	Spikelet_Dular Heat & drought EGF Rewatering 12h	Spikelet_Dular Heat & drought EGF Rewatering 12h	Spikelet_Dular Heat & drought EGF Rewatering 36h	Spikelet_Dular Heat & drought EGF Rewatering 36h	Spikelet_Dular Heat & drought EGF Rewatering 36h	Spikelet_Dular Heat & drought EGF Rewatering 36h	Spikelet_Dular Heat & drought EGF Rewatering 36h	Spikelet_Dular Heat & drought EGF Rewatering 60h	Spikelet_Dular Heat & drought EGF Rewatering 60h	Spikelet_Dular Heat & drought EGF Rewatering 60h	Spikelet_Dular Heat & drought EGF Rewatering 60h	Spikelet_Dular Heat & drought EGF Rewatering 60h	Spikelet_Anjali Control EGF_10d_End of stress	Spikelet_Anjali Control EGF_10d_End of stress	Spikelet_Anjali Control EGF_10d_End of stress	Spikelet_Anjali Control EGF_10d_End of stress	Spikelet_Anjali Control EGF_10d_End of stress	Spikelet_Anjali Control EGF_12h_ Rewatering	Spikelet_Anjali Control EGF_12h_ Rewatering	Spikelet_Anjali Control EGF_12h_ Rewatering	Spikelet_Anjali Control EGF_12h_ Rewatering	Spikelet_Anjali Control EGF_12h_ Rewatering	Spikelet_Anjali Control EGF_36h_ Rewatering	Spikelet_Anjali Control EGF_36h_ Rewatering	Spikelet_Anjali Control EGF_36h_ Rewatering	Spikelet_Anjali Control EGF_36h_ Rewatering	Spikelet_Anjali Control EGF_36h_ Rewatering	Spikelet_Anjali Control EGF_60h_ Rewatering	Spikelet_Anjali Control EGF_60h_ Rewatering	Spikelet_Anjali Control EGF_60h_ Rewatering	Spikelet_Anjali Control EGF_60h_ Rewatering	Spikelet_Anjali Control EGF_60h_ Rewatering	Spikelet_Anjali Heat & drought EGF_10d_End of stress	Spikelet_Anjali Heat & drought EGF_10d_End of stress	Spikelet_Anjali Heat & drought EGF_10d_End of stress	Spikelet_Anjali Heat & drought EGF_10d_End of stress	Spikelet_Anjali Heat & drought EGF_10d_End of stress	Spikelet_Anjali Heat & drought EGF Rewatering 12h	Spikelet_Anjali Heat & drought EGF Rewatering 12h	Spikelet_Anjali Heat & drought EGF Rewatering 12h	Spikelet_Anjali Heat & drought EGF Rewatering 12h	Spikelet_Anjali Heat & drought EGF Rewatering 12h	Spikelet_Anjali Heat & drought EGF Rewatering 36h	Spikelet_Anjali Heat & drought EGF Rewatering 36h	Spikelet_Anjali Heat & drought EGF Rewatering 36h	Spikelet_Anjali Heat & drought EGF Rewatering 36h	Spikelet_Anjali Heat & drought EGF Rewatering 36h	Spikelet_Anjali Heat & drought EGF Rewatering 60h	Spikelet_Anjali Heat & drought EGF Rewatering 60h	Spikelet_Anjali Heat & drought EGF Rewatering 60h	Spikelet_Anjali Heat & drought EGF Rewatering 60h	Spikelet_Anjali Heat & drought EGF Rewatering 60h
MSTs	A221004-101	A221004-101			2.68896533	1.80725501		1.719187962					1.856744857																															2.959751738			1.91963093																																																																											
MSTs	A223005-101	A223005-101						5.459227501		0.830345874			3.456666926						2.432102631				5.141954362	7.742704571					2.049371213				2.09393124		2.752035522			4.640760244						1.374951557		15.67972629		2.38204469		1.198183353				1.729792146				1.799344628		1.104174886				1.642850025				1.902306671		1.109020464			3.873564078						2.776880756				6.241352738						1.721587489				3.661937181		1.562620683			4.703889023						1.305439494				3.877026472						2.837057183				1.447943973		1.389487293	6.472140759	
MSTs	A226014-101	A226014-101																																																																																																																								
MSTs	A227009-101	A227009-101	1.440417836	1.265915021	1.087553444	1.510271941	1.094440062	1.464455024	0.964114213	1.477484066	1.040584587	0.496568933	1.241414277	1.223652692	1.006024848	1.77331528	1.610211538	1.109529842	0.910700091	0.963017243	0.88018098	0.962805825	1.987177084	1.130293912	1.176426817	1.311195699	1.323351527	1.488426183	1.690868233	2.148281646	2.111424618	3.296861894	1.688793113	0.981894379	3.197478795	1.339154864	1.872657606	0.781846522	1.327765277	1.012009931	1.564457867	1.414900942	1.891502038	2.620472002	1.148765287	0.826082197	1.725615506	0.828708955	1.671137132	1.896991662	1.124130514	1.324263269	1.062984992	0.876001922	1.055257916	1.841314594	1.472149737	1.669991348	0.624230869	0.705042001	1.075028692	0.801363493	2.097384799	1.720303972	1.988564754	1.331444281	1.214495404	2.219829061	2.668361575	1.836894227	1.391550715	1.273925263	0.736752275	1.723007986	2.096242856	1.249487863	1.433155177	1.586237119	1.822845649	0.967865673	1.293742155	0.936835558	1.198106823	0.765076394	0.902467982	0.805523264	0.705620088	1.266014557	1.665840413	1.587835451	0.754885673	0.873500318	0.627298699	1.726977148	1.112764891	0.872596122	0.948583148	1.012665966	0.670412723	0.706165967	1.049791928	0.801781202	2.164713868	1.374113311	0.922993447	2.057635587	1.013261246	1.537058193	0.964722499	1.20265053	1.269161688	1.198200431	1.960967607	1.85338711	1.085882987	1.398842904	1.37109975	1.642917862	1.670146061	0.830394653	1.869620787	0.912667763
MSTs	A228001-101	A228001-101	3.003524213	3.132768377	2.779867838	3.30635185	2.792742855	3.183977814	2.093593382	3.010411939	2.756768068	1.481718988	3.547485459	3.028512489	3.066601084	3.67607551	2.662310113	2.590708422	2.205856552	2.884828852	2.263356055	2.407982302	3.749643132	3.417149761	3.151746647	2.37388908	3.14029123	3.74496593	3.295633755	3.972395568	4.072012955	4.244653198	3.51705763	2.364426643	4.403585856	2.467495444	3.318379687	3.088803619	2.232809358	2.334098239	2.689298254	3.083746003	2.867455593	3.433921964	2.839997508	2.111300337	2.705537883	2.326945964	2.028221646	2.941346779	2.753028898	1.551935707	2.099478848	1.580842418	2.409751353	2.110408301	2.602542833	2.169911752	1.459015585	2.082033245	1.787574978	1.407041449	3.781335823	3.820797067	4.151194165	3.183096062	2.516044591	3.219284498	3.664953812	3.36557549	2.873115356	2.612409302	2.326236442	2.381238864	3.632621642	2.82819105	2.401809472	2.830708905	2.396312818	2.239694208	2.849000679	2.173716046	2.934172734	2.124872104	2.583200023	1.795784839	2.059186524	2.47319276	2.621701326	3.42547097	2.509541997	2.149693858	2.603980685	3.383988243	2.711133975	2.50521743	2.300354988	3.18801621	1.921699593	2.104029309	2.411275187	2.183307613	4.598959396	3.648108728	2.745969447	3.854942197	2.787519532	2.770988263	2.715359127	3.535342798	4.058643298	2.840100251	3.396537453	3.883928465	3.302819765	3.904710487	3.485096785	3.213503399	3.308857808	2.890448537	3.076470592	2.612163254
MSTs	A230002-101	A230002-101	2.26777435	3.334397296	2.581730882	3.028060387	2.713046034	3.009565902	1.88585002	2.825759898	2.850179073	1.64079471	2.7473465	3.021231769	2.757911549	3.078968635	2.719538335	2.377959788	2.264147229	4.808234844	2.414252756	1.99232398	3.699257037	3.089459416	3.00029016	2.882157107	2.968418806	3.101335964	2.84392586	3.247086995	3.700952249	3.933554575	2.942386935	2.787524764	5.115976747	2.526903274	3.105828825	2.59794727	2.01311204	3.250367893	2.377012153	2.390212686	2.310537296	3.19917507	2.908899764	2.013959532	2.389875097	1.556600719	2.436796627	2.552338425	2.910903661	1.546364063	1.569574081	1.64073391	2.470892311	2.80794464	1.903353809	1.926546924	2.441092142	2.225880213	2.40188537	1.394812632	3.312252331	2.318662417	3.325004108	2.156522482	2.954748362	2.601949842	2.939507921	3.054232671	2.280786065	1.94770139	2.380896511	2.111777161	2.744673336	2.40409713	2.407248153	2.005304423	2.339933126	2.179238595	2.235925034	1.777319692	2.039633869	1.324826915	2.201279739	1.988102385	1.467738717	1.94181446	2.169805438	2.623516928	2.03827338	1.705838739	2.414154064	2.973727619	2.702161527	2.538711966	2.645864087	3.315048556	2.822664303	1.680087822	2.266613398	2.618566842	3.449407099	2.534311262	2.553240979	2.810148907	2.504799276	2.48587626	2.888077835	2.809623646	2.612090352	2.729930248	2.398398315	2.871437677	3.27827176	2.714884377	2.245145242	2.36440986	3.163200828	2.985620193	3.329618605	2.004214953
MSTs	A237001-101	A237001-101	3.394162019	5.04677424	4.622564675	3.132116995	3.595068792	4.288090999	3.330017852	3.554241009	3.077950479	2.752010754	3.746212927	4.813827203	3.751619492	5.146826222	4.596319874	4.781996812	4.170042824	7.458099736	3.936904429	4.236172584	6.494453414	5.811671578	4.858968792	4.884542929	4.213701922	4.892175801	5.170354685	5.396818152	4.58959779	4.325802488	5.196686981	5.600662149	8.233601458	5.302866458	5.039674654	5.295782316	4.650610391	5.687000271	5.052934807	4.569212837	5.697505283	7.062214985	5.76418458	3.756803265	4.26182828	4.988533612	4.929985364	5.93583981	5.072044969	3.666259541	4.446676153	3.993100391	4.404836868	5.851133414	4.473704034	4.336464548	4.097296038	5.584129859	5.110708302	3.330317574	7.614159002	5.426226727	6.382525132	5.614458917	4.648063504	5.655886642	8.620486517	7.144624308	7.907936374	5.579009867	6.675880307	7.449790365	6.774488471	7.295243354	6.244901116	6.582279505	6.35805205	7.706428473	8.112049098	6.882358552	4.471047331	3.614763088	4.212035613	3.939713197	3.564052042	4.576022483	4.681635112	5.047529997	3.773298673	4.554159441	4.45968929	8.062762488	5.978987493	6.084646351	5.294453112	4.821721986	4.226750884	3.662389687	5.193318082	4.370022719	6.144615052	5.912797902	5.891127364	4.957952114	5.727487024	5.244759324	5.690188771	5.44624329	5.936582332	6.390927257	5.14916777	5.513488438	5.787297162	5.444553453	6.090729962	5.555123409	7.115475759	6.284745456	6.493860921	4.764628369
MSTs	A237002-101	A237002-101	4.437946255	6.325591711	4.769649462	4.292362304	4.364775813	4.429219519	3.777959082	4.542719864	4.029935501	3.601890311	4.806942236	4.761250836	4.569042236	5.239146184	5.299449921	5.111358336	4.459539768	7.810878354	3.999887125	4.678805283	5.717666798	6.848803018	5.978333092	4.8317998	4.315264232	5.420466521	4.455375296	6.005553012	5.141397907	5.70533599	4.540140323	5.05270239	7.990501502	5.906316198	4.797922329	5.089744793	4.018940509	4.84557572	5.267191576	4.976999646	8.749868659	11.0935599	6.936503144	6.418167925	6.069304468	6.1507583	7.114285184	9.593050081	7.777045502	5.679646839	6.5528364	6.163221564	5.712572357	6.211639431	7.18072282	7.539589495	6.974231976	7.208552735	8.007899078	6.206264427	8.033123072	5.718829097	8.973540958	6.096386059	5.708629889	7.071249926	8.637908528	9.335478286	7.658156314	6.984796041	7.550507132	6.152164891	7.266571651	6.869577865	5.676970994	7.616609703	7.167057083	7.35246687	6.971022667	6.365139225	6.01478618	4.484546753	4.855452097	4.27763698	3.796592937	5.816683751	4.680682322	5.713094257	3.998451574	5.357903401	4.780848147	8.370056932	5.636837198	5.733385585	4.971028241	4.02933272	4.149358594	4.389738631	5.771840407	5.387611002	7.590838035	7.345721398	5.112364827	5.988104445	5.960656974	5.578902559	6.586973114	6.939738687	7.176520785	7.94614364	5.882635	5.838054082	6.800498401	5.808289029	6.52615143	5.355974204	6.243852012	6.256447735	5.797884403	4.906138145
MSTs	A249004-101	A249004-101	4.879734254	9.043630971	8.07653721	8.011474336	22.93263597	3.63803118	10.2172463	8.764906791	21.39458119	10.70269419	2.333738008	8.368408104	14.64183209	20.3920141	14.40936004	9.539580411	19.74234354	11.15541325	15.83774486	22.2771193	9.77080304	15.21136455	12.61033709	11.11763351	7.794393048	10.98937585	15.30532448	9.561632443	11.31034843	22.55502237	10.95301558	6.324066663	14.35347966	13.85924887	9.781763175	7.741245292	17.36765811	10.21307895	12.47724492	18.95853515	3.734097601	14.37373759	9.657356481	26.53300639	17.99978626	17.5475718	3.629670562	12.31859769	14.44567216	17.6885789	10.21155373	15.76197968	11.95669979	13.23446929	24.5972066	12.8673012	5.566028193	14.01251414	12.40534309	41.47789391	5.337906982	8.505598803	6.471234202	5.074924182	28.4200583	9.670174157	1.531467033	8.321437182	11.43603051	18.35043674	6.786976261	6.547629771	12.06351463	14.1831049	20.95304412	10.11361584	11.94085359	8.176585225	9.683450842	18.01148359	13.23235393	15.86652571	15.96511657	14.23618601	17.79769525	10.71899074	21.96540785	8.920460877	17.77411	22.45164076	17.88670446	8.046014635	11.19789246	16.57663621	24.75641706	12.85550601	20.01875006	13.89492768	16.89226217	19.22384748	5.352352864	11.36560249	13.10714931	16.38457222	24.64888764	9.441840872	14.32289777	13.30796717	18.5164776	14.68039999	7.059448627	17.80305347	6.862964613	7.355391758	22.16421078	13.81559706	3.757089095	9.626707863	11.71431052	7.817577557
MSTs	A250001-101	A250001-101	0.249999968	0.520019044	0.329427868	0.182114913	0.317196885	0.264316398	0.283852579	0.268802354	0.246898956	0.207025753	0.300752143	0.316758113	0.422731017	0.610500211	0.52113551	1.007186749	0.631093946	1.473207834	0.56518385	0.701282024	0.806165638	0.549757839	0.620043524	0.44302552	0.426312318	0.505221837	0.60720569	0.629799898	0.518276155	0.500471407	0.522327494	0.741819382	1.283672176	0.987314378	0.636475196	0.476787488	0.633741287	0.665647582	0.648615535	0.660998171	0.422961982	0.562770308	0.424013356	0.326589093	0.293176328	0.430579769	0.615251715	0.546321196	0.458870415	0.475176965	0.554204079	0.52576811	0.459802114	0.489345917	0.359878456	0.56254891	0.461509509	0.908091429	1.492049121	0.5882259	0.407015996	0.343284129	0.574042977	0.343996787	0.323272152	0.471186564	0.549578692	0.501187063	0.407908223	0.46966105	0.531779955	0.300253949	0.353849527	0.310919605	0.296703905	0.456282432	0.406732568	0.506205584	0.290376073	0.468879707	0.613913124	0.527547054	0.323354405	0.577996493	0.372420982	1.066962584	0.605146815	0.60452284	0.624228988	1.032105968	0.952547434	1.41986495	1.079897441	1.437361352	0.91682123	0.882155978	1.613832007	1.313934535	1.809303659	1.351672132	0.87130939	0.929299894	0.654991196	1.10770302	0.654955272	1.163352244	1.167733879	1.088171019	0.894520141	1.095945933	0.921627145	0.993042274	1.078891328	0.927522694	1.392726133	1.101905876	0.989038544	0.809479775	1.081579321	0.710633816
MSTs	A254002-101	A254002-101	0.16934436	0.257637567	0.428945545	0.144831372	0.16660336	0.159554721	0.156121184	0.188962759	0.152211815	0.318680314	0.27944915	0.15590709	0.262977817	0.240737885	0.28965157	0.217979086	0.183721825	0.577861803	0.175076076	0.195049346	0.297701696	0.248759122	0.205807679	0.17744621	0.203702607	0.243148935	0.254383717	0.432842437	0.328477627	0.33030113	0.187209781	0.326433773	0.564914111	0.242527588	0.222310199	0.268777047	0.1628087	0.196263102	0.219987582	0.244437424	0.443419641	0.391512401	0.260260729	0.23589834	0.248410949	0.281880761	0.287981103	0.380757811	0.332406607	0.25074697	0.206014525	0.17302155	0.218467756	0.586953321	0.212413718	0.243780588	0.181660318	0.241969962	0.510876871	0.254405205	0.242859884	0.193257137	0.432846511	0.296930114	0.171156022	0.239726024	0.381504344	0.406799368	0.421139366	0.316368672	0.299251672	0.199644957	0.215835866	0.358707556	0.180297813	0.227112293	0.17075125	0.361032799	0.253105046	0.219692475	0.27131682	0.232944783	0.177365224	0.591636915	0.169446892	0.256759549	0.191325773	0.316268211	0.222550044	0.222648967	0.252066529	0.578128187	0.315703252	0.258552086	0.27878531	0.215084779	0.188467034	0.218167952	0.268974166	0.331340735	0.549565781	0.431683604	0.388001949	0.508646332	0.342999054	0.371279663	0.480113185	0.393540907	0.350405987	0.426426774	0.309160852	0.329677462	0.355610337	0.350799101	0.346828543	0.323071129	0.267803454	0.307828951	0.316604275	0.315134468
MSTs	A255012-101	A255012-101	1.719017879	1.91731485	2.229895405	1.682986487	1.691327003	1.136088918	1.569709647	2.10725927	1.865645446	1.16737754	0.887439118	0.929957803	0.875149969	1.009897929	0.409821253	1.469536444	0.745354903		0.69426988	0.75078005	0.569238225	1.19508027	0.498191346		1.026713923	0.605569748	0.895413619	0.836657615	0.474695364	0.669542548	0.408818873		0.735044355	0.533767399	0.741392317	0.704581929	0.489901278	0.408159476	0.556694034		2.571820792	3.568081547	1.069968409	1.016569044	1.661786029	1.296498086	0.914076378	3.112089755	1.808989333	1.246069732	0.981863448	0.865927718	0.590028634	0.665806112	0.741329352	0.350354495	0.374684967	0.957689426		0.389107767	0.835728293	0.831173838	0.767910124	0.809880095	1.586937524	0.587786365	0.407889525	0.445127654	0.438580261	0.529052331	0.784489272	0.412799263	0.379729011	0.50916335		0.483747538					1.367033852	1.353884604	1.368501119	1.273705147	1.088200682	0.9182153	1.254355656	1.491643505	1.201538986	1.021715289	0.882151209	1.095116199	0.909655356	0.420150821	1.123991206			0.467769097		0.577466033	0.499842238	0.709024532	0.738481535	0.523005209	0.506065757	0.423690478		0.585231055	0.380094255		0.331978535					0.581234878				
MSTs	A256004-101	A256004-101											0.184595442																																						0.692070404								0.545893963							0.258970257			0.227801004																																		0.30380387					0.301133177														
MSTs	A260006-101	A260006-101	6.047251622	11.28009361	9.111059339	7.412382692	8.567740052	8.081767949	8.026604985	9.098818598	7.96861498	4.8070306	7.590353645	7.357571309	7.752846898	9.219925766	6.719336496	10.89184342	9.133127295	16.67739307	8.540747914	6.994012523	9.072739147	10.76140582	8.473202715	8.249365534	7.824889756	11.21013548	9.552455578	8.068997262	7.66171963	8.803302687	9.05112228	10.9407182	15.53241006	9.492766468	8.844890707	6.355710329	8.567061994	10.17253746	9.229729229	6.086393195	11.77577445	11.71486051	7.403352428	5.973899478	7.490399429	7.565904913	10.48103648	10.72588273	8.324029444	7.032906586	10.01950689	8.777954057	7.446143025	8.243493031	7.292809327	8.637642033	6.926905322	7.878904083	12.21947588	6.919269725	8.159413462	7.756135039	9.826284112	7.625485874	7.177175183	8.213580175	13.0260972	9.778148296	8.076630753	8.131863572	10.06478557	8.570620534	7.746075267	8.796858126	6.295891323	13.76100191	9.775098873	9.550187616	8.161716861	8.432487024	11.04220169	9.643259287	6.117977677	7.278206479	6.285143956	9.521270614	9.856910378	10.543066	7.83758169	7.932947924	10.65205686	17.07788728	10.75804019	10.01878988	9.269025135	9.558106431	8.806356122	7.604115048	11.48593966	7.04613319	10.68956795	10.35833501	9.802212809	7.688833807	6.740841438	9.359575212	11.72234725	9.795564082	9.784113344	7.076699009	9.568632724	10.8589104	8.494930739	7.561591179	9.684754341	10.12354202	9.285783381	7.932778278	11.65174759	7.620874838
MSTs	A263002-101	A263002-101																					0.081979917										0.072649329		0.089246958							0.060417028			0.106850544				0.058426115					0.095266075				0.114636746	0.084866496		0.093692778	0.065847106	0.117450817	0.171384348		0.074604161		0.147395485	0.152418375	0.125612439	0.102252779	0.065746538	0.062645595	0.176793646	0.601771099	0.095239884	0.096325947	0.123228298	0.192232865	0.094832601	0.660750613	0.054519024											0.062308698	0.101551602		0.071790804																	0.111988765	0.116715171		0.099080884	0.080529501		0.085033024			
MSTs	A275003-101	A275003-101	0.700328004	0.941689963	0.848520283	0.506390324	0.630319207	0.576553914	0.631199777	0.614389441	0.585416165	0.441466947	1.119805517	0.673437168	0.66561162	1.259083019	0.596186222	0.844384759	0.854767773	1.341691443	0.596830829	0.873444369	1.232444908	0.770599877	0.795276378	0.715308205	0.732718642	0.960441675	1.459162542	1.010205379	0.898661153	0.834457061	0.960633437	1.006205872	1.754431889	1.056229595	0.859320788	0.918960107	0.646549309	0.963522741	0.946969838	0.809902639	1.039265093	1.575970514	0.670616502	0.796771836	1.041328389	1.253242975	0.851899237	1.376187506	1.119592688	0.652503084	0.741148734	0.807307957	0.776248874	0.897261536	1.100668235	0.716895618	0.557527582	1.037542717	1.709454923	0.706804383	0.684862519	0.804731443	1.140136843	0.712495245	0.803942687	0.825802603	0.888902566	0.899603228	0.91331602	0.996003324	0.888448653	0.731730105	0.647607897	1.092517331	0.456208838	0.833984761	0.844692277	0.552079302	0.506664337	0.595366058	1.104967097	1.13420678	0.86113124	1.096778443	0.945741863	1.237829209	1.44475863	1.104664537	0.801805742	0.958547591	1.287616946	1.705599994	1.426548863	1.159828186	1.170561906	1.232467834	0.864376077	0.996864944	1.873554879	1.233314425	1.632922361	1.416627925	1.520699747	1.098501875	1.175694902	1.416180558	1.548243842	1.446824314	1.819426247	1.072423014	1.176590216	1.826131629	1.091974749	1.255427493	1.680629318	1.751871645	1.077936128	1.220968423	1.713614724	1.096285373
MSTs	A278005-101	A278005-101			0.534282021			0.327745228																																			0.639740987	0.592605007	0.807448139	0.484625271	0.607513835	0.605085605	0.434033726	0.519645829	0.437609327	0.426406062	0.441642948	0.365166324			0.493677167						0.502559348	0.554093802	0.495865239			0.476783031	0.72766575	0.71228559	0.489975165				0.4445793	0.483105969		0.443752628	0.480830663																																		0.371215846									
MSTs	A278013-101	A278013-101	4.969274495	6.644296626	6.906958795	4.470894204	5.106358301	5.978196002	5.940971526	7.077713762	5.60995943	3.324048439	5.664774208	5.852494636	5.971499527	6.828752922	4.257750259	8.03256998	6.983621446	9.067140726	5.01675097	5.131300718	7.018768723	7.998454155	6.126514489	4.041804403	3.782359613	8.652406849	7.222822026	5.515329789	4.918862108	5.993803187	6.670592221	6.927167511	10.41400434	6.29397034	6.847662959	3.643803099	6.048818907	6.996796032	6.218985249	3.954644207	9.321618034	9.037004793	5.393475351	4.863743503	4.579343889	6.261723725	7.328275285	8.023397312	5.846760073	5.039694036	7.771818484	5.888498224	4.435117568	5.851828994	5.853479139	6.953921231	4.07347805	5.892416981	8.280027891	4.896014738	7.092805027	5.513246746	6.636113033	5.236735009	4.882505069	6.386345074	8.839053836	7.089000837	6.500428144	5.932049303	5.016264051	6.455486398	5.55181144	6.318133857	4.175540492	10.0712171	7.350691856	5.630425135	4.980707697	5.888507038	7.297506056	6.575567937	4.580376325	4.466521772	4.046454877	7.104966486	6.501625496	7.305826296	4.998161448	5.249869977	7.696126058	10.92100165	7.53832098	6.913241552	5.918688236	4.366836549	6.699718775	5.284745649	7.651836679	4.592701752	7.406392812	6.979014261	6.258055949	5.764662688	4.27542549	5.538538009	8.309182634	7.140968582	6.535339085	4.264618817	7.286820966	7.547778629	5.422450113	5.198738072	6.285834187	7.361059708	5.750323404	4.659399421	8.498484044	5.465706044
MSTs	A281001-101	A281001-101																																																																																																																								
MSTs	A285001-101	A285001-101																																																																																																																								
MSTs	A285012-101	A285012-101	0.26387605		0.127645948			0.059102829					0.079501673		0.094392206	0.069710444		0.071992667	0.052019932				0.100225006					0.091232503	0.103208398	0.092279408		0.069228828	0.068487042	0.105186884	0.131296623	0.069388496	0.103177265		0.068857827	0.083707349	0.092319712	0.085679722	0.374295737	0.275120763			0.074070836	0.076221617		0.093142723		0.080115179	0.071967725					0.062547942							0.089503974			0.068681212	0.110432787									0.07210139					0.131685817	0.121021355	0.090539831			0.116042847	0.137601585	0.113685963	0.080705772	0.099784798	0.095717086	0.131913553	0.137251228	0.087011846	0.118463242			0.067639479	0.099132544		0.122146825	0.149653759		0.113261433	0.134168674	0.105113695		0.118148846	0.202094758		0.086863161	0.093512029		0.065105936	0.110923262	0.107380157			0.091404574	0.087131768
MSTs	A294002-101	A294002-101																																																																												6.790241474																																												
MSTs	A295006-101	A295006-101	0.854231554	0.846648769	1.377233427	0.847969645	0.769509102	0.661199621		1.323018167	0.895856483		0.867950038	0.686002207	0.947464062	1.127691945	0.569504153	1.000609258	1.036170312	1.180334929	0.731587369	0.955310792	0.96970939	1.209462226	0.831248447	0.956603993		1.462370145	1.366639875	0.981607961	0.947523827	0.957474125	1.122081083	0.746102401	1.572247418	0.823678569	1.038590091	0.998179811	0.717473532	0.803703683	1.182691675	0.690216037	1.180744903	1.980032388	1.050514687	0.955748888	1.322845091	1.423165642	0.819345542	1.672852353	1.091398449	0.850665708	1.066207011	1.346897097	1.054496807	1.795387424	1.557945488	1.312449364	0.672171267	1.361604312	1.067429343	0.954212888	1.133519309	1.125861948	1.54107572	0.964706708	1.04259515	1.585904843	1.841538674	1.52607497	1.171197402	1.5448319	1.21513336	0.95005961	0.959837246	1.112094522	0.603078862	1.506272021	1.27886949	0.860919107	0.810084549	1.084600218	0.862898741	0.623056781	0.602676322	0.902726186		0.778219748	0.901704561	0.81922733	0.708198404	0.712576131	0.917495963	0.866188165	1.022974453	0.605669062	0.687278712		0.613400873	0.581081023	0.939777346	0.699938327	0.952394975	0.750321174	1.031128222	0.925261849	0.757718125	0.780145704	1.118368102	1.060288104	1.035413963	0.628541347	0.752764924	1.40544007		1.382061757	0.981128159	1.309388122	0.861631198	1.012702955	1.172178167	0.628170992
