Leaf-Control-Flowering-N22	Leaf-Control-Flowering-N22	Leaf-Control-Flowering-N22	Leaf-Control-Flowering-N22	Leaf-Control-Flowering-N22	Leaf-Heat&Drought-EGFStartofstress-N22	Leaf-Heat&Drought-EGFStartofstress-N22	Leaf-Heat&Drought-EGFStartofstress-N22	Leaf-Heat&Drought-EGFStartofstress-N22	Leaf-Heat&Drought-EGFStartofstress-N22	Leaf-Heat&Drought-FLEndofstress-N22	Leaf-Heat&Drought-FLEndofstress-N22	Leaf-Heat&Drought-FLEndofstress-N22	Leaf-Heat&Drought-FLEndofstress-N22	Leaf-Heat&Drought-FLEndofstress-N22	Leaf-Control-Flowering-Dular	Leaf-Control-Flowering-Dular	Leaf-Control-Flowering-Dular	Leaf-Control-Flowering-Dular	Leaf-Control-Flowering-Dular	Leaf-Heat&Drought-EGFStartofstress-Dular	Leaf-Heat&Drought-EGFStartofstress-Dular	Leaf-Heat&Drought-EGFStartofstress-Dular	Leaf-Heat&Drought-EGFStartofstress-Dular	Leaf-Heat&Drought-EGFStartofstress-Dular	Leaf-Heat&Drought-FLEndofstress-Dular	Leaf-Heat&Drought-FLEndofstress-Dular	Leaf-Heat&Drought-FLEndofstress-Dular	Leaf-Heat&Drought-FLEndofstress-Dular	Leaf-Heat&Drought-FLEndofstress-Dular	Leaf-Control-Flowering-Anjali	Leaf-Control-Flowering-Anjali	Leaf-Control-Flowering-Anjali	Leaf-Control-Flowering-Anjali	Leaf-Control-Flowering-Anjali	Leaf-Heat&Drought-EGFStartofstress-Anjali	Leaf-Heat&Drought-EGFStartofstress-Anjali	Leaf-Heat&Drought-EGFStartofstress-Anjali	Leaf-Heat&Drought-EGFStartofstress-Anjali	Leaf-Heat&Drought-EGFStartofstress-Anjali	Leaf-Heat&Drought-FLEndofstress-Anjali	Leaf-Heat&Drought-FLEndofstress-Anjali	Leaf-Heat&Drought-FLEndofstress-Anjali	Leaf-Heat&Drought-FLEndofstress-Anjali	Leaf-Heat&Drought-FLEndofstress-Anjali	Leaf-Control-EGFEndofstress-N22	Leaf-Control-EGFEndofstress-N22	Leaf-Control-EGFEndofstress-N22	Leaf-Control-EGFEndofstress-N22	Leaf-Control-EGFEndofstress-N22	Leaf-Heat&Drought-EGFEndofstress-N22	Leaf-Heat&Drought-EGFEndofstress-N22	Leaf-Heat&Drought-EGFEndofstress-N22	Leaf-Heat&Drought-EGFEndofstress-N22	Leaf-Heat&Drought-EGFEndofstress-N22	Leaf-Control-EGFEndofstress-Dular	Leaf-Control-EGFEndofstress-Dular	Leaf-Control-EGFEndofstress-Dular	Leaf-Control-EGFEndofstress-Dular	Leaf-Control-EGFEndofstress-Dular	Leaf-Heat&Drought-EGFEndofstress-Dular	Leaf-Heat&Drought-EGFEndofstress-Dular	Leaf-Heat&Drought-EGFEndofstress-Dular	Leaf-Heat&Drought-EGFEndofstress-Dular	Leaf-Heat&Drought-EGFEndofstress-Dular	Leaf-Control-EGFEndofstress-Anjali	Leaf-Control-EGFEndofstress-Anjali	Leaf-Control-EGFEndofstress-Anjali	Leaf-Control-EGFEndofstress-Anjali	Leaf-Control-EGFEndofstress-Anjali	Leaf-Heat&Drought-EGFEndofstress-Anjali	Leaf-Heat&Drought-EGFEndofstress-Anjali	Leaf-Heat&Drought-EGFEndofstress-Anjali	Leaf-Heat&Drought-EGFEndofstress-Anjali	Leaf-Heat&Drought-EGFEndofstress-Anjali	Spikelet-Control-Flowering-N22	Spikelet-Control-Flowering-N22	Spikelet-Control-Flowering-N22	Spikelet-Control-Flowering-N22	Spikelet-Control-Flowering-N22	Spikelet-Heat&Drought-EGFStartofstress-N22	Spikelet-Heat&Drought-EGFStartofstress-N22	Spikelet-Heat&Drought-EGFStartofstress-N22	Spikelet-Heat&Drought-EGFStartofstress-N22	Spikelet-Heat&Drought-EGFStartofstress-N22	Spikelet-Heat&Drought-FLEndofstress-N22	Spikelet-Heat&Drought-FLEndofstress-N22	Spikelet-Heat&Drought-FLEndofstress-N22	Spikelet-Heat&Drought-FLEndofstress-N22	Spikelet-Heat&Drought-FLEndofstress-N22	Spikelet-Control-Flowering-Dular	Spikelet-Control-Flowering-Dular	Spikelet-Control-Flowering-Dular	Spikelet-Control-Flowering-Dular	Spikelet-Control-Flowering-Dular	Spikelet-Heat&Drought-EGFStartofstress-Dular	Spikelet-Heat&Drought-EGFStartofstress-Dular	Spikelet-Heat&Drought-EGFStartofstress-Dular	Spikelet-Heat&Drought-EGFStartofstress-Dular	Spikelet-Heat&Drought-EGFStartofstress-Dular	Spikelet-Heat&Drought-FLEndofstress-Dular	Spikelet-Heat&Drought-FLEndofstress-Dular	Spikelet-Heat&Drought-FLEndofstress-Dular	Spikelet-Heat&Drought-FLEndofstress-Dular	Spikelet-Heat&Drought-FLEndofstress-Dular	Spikelet-Control-Flowering-Anjali	Spikelet-Control-Flowering-Anjali	Spikelet-Control-Flowering-Anjali	Spikelet-Control-Flowering-Anjali	Spikelet-Control-Flowering-Anjali	Spikelet-Heat&Drought-EGFStartofstress-Anjali	Spikelet-Heat&Drought-EGFStartofstress-Anjali	Spikelet-Heat&Drought-EGFStartofstress-Anjali	Spikelet-Heat&Drought-EGFStartofstress-Anjali	Spikelet-Heat&Drought-EGFStartofstress-Anjali	Spikelet-Heat&Drought-FLEndofstress-Anjali	Spikelet-Heat&Drought-FLEndofstress-Anjali	Spikelet-Heat&Drought-FLEndofstress-Anjali	Spikelet-Heat&Drought-FLEndofstress-Anjali	Spikelet-Heat&Drought-FLEndofstress-Anjali	Spikelet-Control-EGFEndofstress-N22	Spikelet-Control-EGFEndofstress-N22	Spikelet-Control-EGFEndofstress-N22	Spikelet-Control-EGFEndofstress-N22	Spikelet-Control-EGFEndofstress-N22	Spikelet-Heat&Drought-EGFEndofstress-N22	Spikelet-Heat&Drought-EGFEndofstress-N22	Spikelet-Heat&Drought-EGFEndofstress-N22	Spikelet-Heat&Drought-EGFEndofstress-N22	Spikelet-Heat&Drought-EGFEndofstress-N22	Spikelet-Control-EGFEndofstress-Dular	Spikelet-Control-EGFEndofstress-Dular	Spikelet-Control-EGFEndofstress-Dular	Spikelet-Control-EGFEndofstress-Dular	Spikelet-Control-EGFEndofstress-Dular	Spikelet-Heat&Drought-EGFEndofstress-Dular	Spikelet-Heat&Drought-EGFEndofstress-Dular	Spikelet-Heat&Drought-EGFEndofstress-Dular	Spikelet-Heat&Drought-EGFEndofstress-Dular	Spikelet-Heat&Drought-EGFEndofstress-Dular	Spikelet-Control-EGFEndofstress-Anjali	Spikelet-Control-EGFEndofstress-Anjali	Spikelet-Control-EGFEndofstress-Anjali	Spikelet-Control-EGFEndofstress-Anjali	Spikelet-Control-EGFEndofstress-Anjali	Spikelet-Heat&Drought-EGFEndofstress-Anjali	Spikelet-Heat&Drought-EGFEndofstress-Anjali	Spikelet-Heat&Drought-EGFEndofstress-Anjali	Spikelet-Heat&Drought-EGFEndofstress-Anjali	Spikelet-Heat&Drought-EGFEndofstress-Anjali
2.157564608	2.741759653	2.074971273	3.720565775	1.800692278	1.523840046	1.300737435	2.01269331	1.247626979	2.1373977	0.720115077	0.822597693	1.984404477	1.97776678	2.105430334	2.285982649	2.092725607	1.332150983	2.815328891	1.822594746	1.60494845	1.710270169	1.034544488	1.543996624	1.501232099	0.842533258	0.912822551	0.848101019	1.227050828	0.677045785	2.366271505	2.835764462	2.314498388	4.034348542	3.175307093	2.367020693	2.470279641	1.761769009	2.236697137	2.813761613	1.087834389	1.18609862	2.236652337	1.130700985	1.004308947	2.54492679	2.774014893	1.629221541	1.67602681	2.321265839	0.869566595	1.460875838	1.050112997	1.232484543	1.576843724	0.922746656	1.770449376	3.632974233	1.430339054	1.6127094	0.608183021	1.092178405	1.924241117	1.026805774	0.824202918	3.665382554	2.264863977	2.394894368	2.663250214	2.320058106	2.647203553	1.93181174	1.221726205	0.679779497	1.293359959	13.68178836	15.35227116	12.6663243	15.06880912	15.45021286	14.46462366	16.05824359	13.66207979	16.67022598	3.177383001	14.74982358	14.8169451	12.28240282	11.89988773	8.931218165	13.59726387	17.26334981	12.43555816	13.48789842	12.1689094	12.21253796	14.31607763	14.60139785	11.01676841	12.71981811	13.48929351	14.18967954	12.09243687	10.71128817	14.2546338	19.1406721	17.50430924	19.97567997	17.82958371	9.066491955	16.41354971	18.46334836	18.87721416	11.72800239	15.19949584	13.51480291	15.3316201	17.74690489	12.70975795	14.09442903	4.588165147	6.362053394	6.230645951	5.498895016	5.244878402	7.069516697	6.163444034	8.089237925	6.581731357	7.152865639	4.510043193	3.9847757	4.196037863	3.874769719	5.485917081	6.332843769	6.532853928	6.325851779	7.390106411	6.473174349	4.90257217	3.007814162	4.203352872	4.092805313	5.212200772	7.50540275	6.318173188	6.273698575	6.019879829	3.077096591
4.435583657	5.317948628	4.059666924	3.877454393	3.053902247	6.387799402	3.568294401	8.406638926	2.76303908	8.178811374	1.488690039	1.302290518	8.455850386	7.87323358	8.772725882	5.340249839	4.979412854	3.705512044	4.121497346	3.173443139	5.267373977	4.886398299	4.864712018	4.194295634	4.911723002	1.229485151	1.359134398	1.007549536	1.560083279	0.716459792	9.599113567	9.869091118	10.63188666	12.45063016	8.770778599	6.145914797	18.27772699	14.048079	11.20217809	9.342614631	5.186708081	5.766932577	11.87624809	4.810655524	6.459622712	5.006303688	5.144269386	4.613736183	3.193079948	6.243835576	2.444414279	7.210292178	2.914523099	3.193787939	5.756403185	1.833424963	5.320531002	10.41059427	2.193786761	3.425477487	1.11692209	4.2840781	6.237601111	1.866524174	2.27375559	13.40746531	8.964205398	12.29510273	7.75665573	7.277924782	5.912311118	5.647947258	6.169071318	2.669447578	10.20343178	0.791334281	1.424897843	1.153220389	1.32366435	5.006917099	1.476980632	1.861008442	0.747339328	1.632752659	1.790756898	1.685042385	1.447610615	0.998211658	0.92546107	1.316265865	4.931257638	4.604803189	5.922326538	5.010454582	2.972115867	3.739415472	5.007381621	4.805453966	3.353742001	2.225994279	1.199472958	2.445716031	1.967640572	1.57295414	1.773283883	5.947501217	3.606764125	2.989553516	2.047348091	1.362726265	5.254304	3.983906467	2.584728306	4.928950353	4.730853208	3.621526809	3.143513333	7.650790082	4.297209214	2.943056624	1.160176406	1.422388497	1.227014796	1.773246412	1.577716213	1.363395916	1.130431928	1.670270761	1.324834346	1.077914404	4.909788561	3.673379787	3.503662409	2.564764898	1.287095823	3.680393151	3.012030687	2.214864454	1.824152505	3.375317229	1.760047467	2.268770758	1.471136679	1.434761517	1.281271221	1.788255444	1.387388052	1.574205158	1.450630444	0.714843531
0.087621428	0.074562938	0.196765442	0.20466064	0.091446188		2.343746906	0.093616075		0.079282724	0.114666951	0.529695825	0.120262947	0.053336434		0.08153719		0.106797878			0.130421869	0.130913721		0.111416562		0.161459772	0.304797526	0.124211607	0.207644117	0.563451323	0.06514162	0.419238547	0.137969539	0.056079298	0.091705312	0.042389244	0.064828601	0.07075693	0.092826074		0.151740651	0.562629101	0.161117967	0.466126855	0.155811841	0.105004666	0.339745965	0.088376397	0.125304839	0.146172029	0.066062646	0.072910804	0.161245298			0.057582616	0.065802277	0.13896606	0.151222112	0.15353405	0.159239448	0.161174737	0.088406141	0.316830979		0.12673251	0.236017635	0.08841828	0.049550447	0.075859607	0.398048405		0.144922378	0.066341572	0.109186929	0.820674482	1.052252019	1.639813608	0.139753066	0.727484807	2.637479273	1.622640409	1.799658701	2.583959567	0.125666594	3.543643198	2.298793659	1.752481445	1.571893556	0.360481695	0.470928825	0.579040027	0.335699059	0.828951638	0.205710235	0.688611466	0.841509804	0.589875193	0.935155638	2.103680728	0.934156648	0.101304969	3.267047136	1.740016466	1.648196644	2.575852633	0.220841422	3.899400513	2.327815361	2.193527934	1.168633279	1.013336762	2.916024956	0.27089943	4.707330859	6.50067523	0.28294342	4.994307542	0.354918737	3.776582523	0.120698792	0.472645337	0.45889516	0.156231866	0.480093084	0.271160548	0.274974741	0.751447817	0.623954757	0.798720425	0.154386939	0.123668693	0.092759701	0.074667954	0.088027559	0.246131778	0.059069523	0.268248572	0.309642731	0.442865672	0.238541191		0.059594654	0.056178317	0.071982473	0.136603174	0.109148088	0.151078089	0.340130306	0.077242052
3.945580708	4.524557323	3.426238147	4.883467104	2.700994465	3.734767395	2.527815783	3.214282543	1.753193264	3.547130462	0.868294904	0.778302102	1.984544649	1.969638417	2.055781727	11.21325307	7.50366013	6.44837251	11.39464167	7.741120365	6.330924848	5.368970981	4.676249652	3.596221138	4.76243072	2.169758314	1.565262549	2.000199504	3.67078824	1.273677967	5.968691949	8.129926589	6.395769932	8.531976272	5.381663562	4.79968293	4.6807415	3.633117872	4.033051404	2.805824233	1.774067789	1.510805643	4.056825962	1.7483269	1.92476919	1.729296824	2.737270984	1.547815247	2.928158209	1.499238211	1.190345041	1.472862816	1.193698838	1.199085373	1.174495474	1.350615277	2.224698571	3.273448287	1.747232829	2.745157722	1.307935116	3.076438889	2.765891923	1.27680059	1.145110503	3.706852037	1.60080862	3.960262795	1.666848921	3.879650281	0.987076153	1.219240548	0.647454145	0.361727432	0.842905542	7.956934705	11.01566201	9.09261606	9.120323233	7.538812502	10.44911014	10.91338991	9.423956792	12.26061889	4.785293956	12.09567162	12.48726272	11.32530875	10.69230524	7.336534261	13.81470614	17.92826358	11.49509215	13.2301954	12.544785	13.54646335	14.39208873	14.4704238	9.693825326	12.5314311	11.37012016	13.15036761	12.70092074	10.28580327	10.43013327	9.988564897	8.341854174	10.16418311	8.288424264	7.480705214	9.216513977	9.793816938	12.02425741	5.701715973	8.464193515	8.623420634	7.84260977	10.16229443	6.128469634	8.321937403	3.191254148	4.730126545	5.727635484	4.189617373	3.806678522	5.499053934	4.563233728	6.016981538	4.440439783	4.640516502	8.57635798	8.154828066	7.690964884	6.675943863	2.721356957	9.700556088	10.52490355	10.51750611	11.09104532	9.490523116	2.625965492	2.168117096	2.109374477	2.114575144	2.365570528	3.821603953	2.886974212	3.215162187	3.079693754	2.054311317
						2.444949201									0.640786219			0.846978009	0.833741984											0.954685206	1.309891417	0.662285787	0.642823292								0.578770951	0.676055314																							0.515962703		0.554324006		0.831865917											0.727606354		0.994935816			0.856837975														0.67770003						0.776490871		1.550530149	0.739415313	0.696598432			1.171248844		1.155955877	1.587502779		1.680447088		0.994040233																														
6.044443616	5.142748963	5.566814989	5.041566229	4.111432768	7.715882514	4.875983576	4.515232141	6.228305352	6.144317762		2.57061157	14.90766829	11.67720133	14.68850016	4.579898927	3.962651239	3.509244175	6.083895476	4.766950323	5.972596011	3.901185755	6.803183477	6.83028489	6.946583031	1.642726441	2.180341421	5.272849728		2.150438329	5.903843343	6.701207465	4.055159583	4.54131491	4.448864949	4.713032009	5.581100612	3.665243579	5.684401995	3.103637036	2.346589998	1.626670002	2.200286576			5.188857727	3.066181715	5.394595826	4.515097699	4.304679695	2.782059935	7.681830982	4.402682811	9.258770907	7.069864152	5.015559294	4.413809717	16.50139622	8.876513665	3.68086597	2.421792378	6.708442329	5.550036156	3.058038369	3.379649393	11.24947651	5.412458362	4.677542798	3.726146024	4.334096034	2.167907489	1.689582254	1.575409827	5.808766177		3.654771698	6.64735391	7.582470832	6.846189995	3.827068851	5.713615249	6.079069483	6.148799536	9.432410997	2.778721635	6.107668075	6.158186333	6.085867173	6.30288434	7.913087346	6.066376327	4.583023538	5.078663242	5.084818406	4.175183476	3.892048213	4.929087771	5.847545954	3.291708712	4.034151911	2.802724542	4.253804204	6.627775773	7.291161241	7.167319063	5.861405755	4.281995329	5.433238045	5.263938289	7.534549192	8.029752352	3.672673258	4.943827003	5.705682374	8.429479913	5.201669111	3.567840546	6.750304445	5.137290161	5.080803544	5.075351089	4.254405159	4.797822052	3.595538664	5.13733399	4.752089309	5.471345552	6.777685067	8.832680028	10.6864969	3.792120427	4.003536664	4.560432567	5.651111263	4.588940986	4.882093054	3.766994036	4.785722965	4.323264886	4.764870106	3.853960538	4.566390226	4.301288776	4.035379231	5.839991998	5.110006808	4.999222505	5.683740335	6.451275385	3.77023569
9.733268049	6.261977194	7.049061289	7.719891098	9.035197861	6.435568157	1.758169854	4.692376363	2.982931043	7.890235729	3.350888063	2.220408855	3.715705593	4.279547588	5.855912728	10.434061	11.72322145	9.204049532	15.35445175	12.78743795	2.611312159	2.368031888	3.137022773	2.654671558	3.907046299	3.159164578	3.893017603	0.64308461	6.077913098	3.460753499	11.57961706	9.984121399	11.58198832	15.79009039	18.28142385	3.800878672	4.85402926	5.873084019	3.797603608	6.741626505	1.234509441	1.55446318	4.990650672	1.378781737	6.583074447	6.601052102	8.226056944	4.016600117	8.698850463	7.165878694	3.563126255	5.035447336	3.260646784	3.241890189	2.068321177	4.42643039	4.420396967	1.88020502	4.437572167	3.554875556	2.29112331	1.552743708	2.239978487	2.381781644	1.187029417	12.04269754	1.612335257	8.449803991	3.646112596	12.54679551	1.245844329	0.833277649	0.988037691	2.434830844	2.003772553	1.785671589	3.581831538	4.319577353	4.759094021	2.204153533	2.096908302	6.050625998	5.953180759	6.219270991		1.965444441	4.084152281	2.965996111	3.122073994	1.242858983	2.02507455	0.795952394	1.913306579	1.979538556	2.362000402	1.51152099	2.365398347	2.051890738	1.437695648	1.924688616	2.705973094	1.547743702	3.630227897	3.641207793	2.680561803	3.198392769	1.442391218	3.222146592	3.882183059	0.727426414	4.394090794	3.326619683	2.504978767	3.904841277	5.694628779	3.841293662	1.849631426	6.533169345	3.111322855	2.706954812										1.357157185																				
			1.193622117			3.064998627				3.276826873	3.308333007	3.059177238	2.069093015	2.676279331							1.953876551				1.760649368	2.34721668	1.429498285	2.244051563	2.054863281	0.840021659	2.501100869	1.341519809		1.383239083						2.306812723	3.03560681	1.822626626	2.577285518		1.588415948	2.732572743	1.339172587	1.299452065	1.638572808	1.849253944	1.783218722	2.72153472	2.771159105		1.498685374	2.232584796	3.096481059		2.62883312	2.438321588	1.321238204	2.053721499	1.843681172	1.751533204	2.202462611	1.362148566	1.86667923	1.458766242		3.531066708	1.994091153	2.450002861	1.680998034	1.356277154	7.297311031	6.237575785	8.693428292		4.81960894	11.89933534	10.04413945	13.73744511	13.54530898		16.97774271	12.84107948	9.343304988	9.148456675	2.531729506	2.820604781	2.285299264	1.457956918	6.105553696	2.203726763	5.336512702	4.46505364	5.588259149	8.216163268	9.648721427	6.889879379	1.711675697	12.36606569	8.122181756	10.0118011	10.43159422	2.694391683	11.54553075	8.785388164	8.143313398	8.183575451	6.451330428	12.86426438	4.47939885	18.14484901	20.15134583	5.023622488	22.00112202	5.086901232	17.12836914		2.056464945	2.149632631		1.797695469	1.321627522	1.997408077	4.152807797	3.380023951	4.372987265						1.215404654		1.278891851	2.299162754	2.620966414	0.972202006					1.137990234		1.120654948	1.283895055	
3.315566	3.93357284	3.38553016	6.565501006	3.262342245	2.976910049	5.738269378	5.501907265	2.967403755	4.241945931	10.73404912	11.51242298	10.88127869	8.238310336	8.191964895	3.081221352	3.793905873	4.299303993	4.473778915	3.762937922	4.093968297	5.348036664	3.387689811	5.514428301	4.925993221	4.503055376	7.809097654	5.27841502	7.09474297	5.000852553	2.659854116	2.66106832	2.615924342	2.551350342	4.259760719	3.129807117	3.593345757	3.351713902	3.503912131	4.031708224	3.746280194	6.30175594	5.558524632	4.524084457	4.880553177	8.971890952	8.928223562	3.75536281	4.340680553	6.207987756	6.421522522	7.290375704	8.710372434	10.43424481	5.657703947	5.788013385	7.22389363	11.6633363	5.865052099	7.410640236	4.842568041	6.582890413	9.230959082	5.449495493	6.400713493	6.412021226	3.890970804	3.123513338	5.513743187	3.566915715	9.740001507	6.964918003	5.412891142	4.798890076	5.210272728	4.843641519	4.703092623	4.863579095	2.721572984	2.411435798	6.399789163	5.903511621	7.83413919	7.185758235	1.949497868	6.905862375	5.769042961	4.763043442	4.313710706	2.658761213	2.987876668	3.166292385	2.53439421	5.610487711	3.439188911	3.682488803	4.678437315	4.558454501	5.368855331	5.118681919	4.112711555	2.509152352	5.519516821	4.414530873	5.885854812	3.423638429	2.248778883	4.130653108	3.999807277	3.907144266	3.171822649	2.690590983	4.537546553	2.570358674	5.513259445	5.927998111	2.620906843	6.581300477	2.722433883	5.316031346	1.677944472	2.314763797	2.724065335	2.040147742	2.032371765	3.179010017	3.029854152	4.12046351	3.188072065	4.028428361	2.833004896	2.789820815	2.794923598	2.426044126	1.743003523	3.322746011	3.154627184	3.600231358	4.006799523	3.553331643	1.499371737	1.096640885	1.021579737	1.165341439	1.480311722	1.998378731	1.845526343	2.21293098	2.00164623	1.505744015
																																																																																									2.746451832																																																	9.188835033	5.664938575										
1.094109499		0.420540877	0.518975066	0.424266032	1.979945687		0.520475697			2.724874508	1.203927817	2.034561921	2.014680192		1.83915203	0.775452393	0.610387844	0.643890297	0.734624158	3.81630438			0.487987972		4.338188611	1.797242534	0.978593993	0.977112356	2.205673757	7.149502838	0.511907405	0.590789642	1.941947512	1.150478395	2.820826653	5.01902967	0.594178433	0.883467824	0.611367602	3.048459134	1.37983506	1.528639384	0.981059157	3.205298129	4.082746695	11.00332443	1.029329543	3.603334344	0.553426313	7.345993984	0.468615907	1.853630945	1.219478523		5.698338508	0.56890411	0.803588538		0.909774199	0.727565856	2.771160812	0.545130533	2.30634848	0.795761942	13.69569131	0.758436794	0.729966943	1.01419217	1.500547863	2.001646572	1.369178047	1.65548711	0.713071363	0.64854159	0.822430713	0.609791645		0.612461551	0.512540323			0.457027946		1.44965704	0.610267856				1.893936939	0.836421558	0.422592801	0.822953391	1.206068795	1.360568364	0.477181857	1.219687607	0.575443148	0.473190779	0.466429246	1.323808267				0.455991005	0.348532443	0.469813493		0.369074336	2.105589168		0.412579478	0.478707783				0.352994708			0.430496121	0.618741122	0.804711357	0.437165138		0.586085249				0.346767619	1.12729117	0.35810614	1.302594025	0.799399182	1.157273168							0.848314914			0.475211947	0.471496352					1.875863414
1.971325627	0.561348068	1.827992406	1.975215547	2.430357445	0.326377696	0.971004767	0.524353094	0.383207354	0.743902936	6.419887651	5.869080289	2.736678659	1.349866944	0.678971484	1.151558529	0.814039621	2.533141597	0.936506841	1.518764642	0.735626057	0.591868492	0.440890397	0.439634118	0.332462377	9.070564261	9.848261081	5.230744029	3.906659788	11.8592697	1.36755141	0.61197099	0.797009585	1.339017909	2.984301268	0.53310781	0.714257154	0.442103388	0.389921433	1.380249306	13.94116757	9.802500805	2.488614444	7.569924789	6.971922418	1.822775842	5.456914149	2.986291752	6.481502259	1.821752275	7.743961275	2.246873673	7.467198495	6.458352022	1.227227559	7.09590664	1.156371772	0.906856783	0.664857066	4.162536407	5.459272109	3.038738855	1.454744398	8.624695073	5.206642738	2.930899452	2.723830865	1.260925858	4.183292947	4.47627083	15.26313388	6.556552685	10.67321819	3.713030535	4.492937626	3.829821023	1.595259311	1.13738269	1.269168747	3.204834332	1.909762546	1.507535051	2.571815917	1.355025177	0.341462615	4.011537185	2.060169295	1.412891511	1.869546637	1.247816629	1.130888048	0.962787226	1.177004476	2.189178682	2.300106755	1.622633917	2.547200235	1.548746938	2.786259193	2.866010729	3.778746664	2.034382394	1.496186356	1.604799425	2.738830261	2.178192258	1.398390537	1.148873874	1.494897477	1.204317195	1.416715481	1.361500852	1.696838295	2.745874488	2.432710952	2.31344446	2.098348664	3.769358699	5.038188012	5.037239124	0.225853005	0.676081189	0.612260533	0.737351572	0.483457914	0.396033207	0.605672811	0.738098088	0.921921013	1.015792203	0.323721573	0.264174509	0.195956293	0.267560137	0.656039231	0.403582794	0.472466917	0.399915848	0.662514233	0.826473244	0.38067322	0.332882695	0.323775457	0.249674513	0.437263899	0.544965893	0.386464253	0.317877805	0.348383581	0.581734079
5.082732713	7.916368131	7.935766929	11.83336859	9.994218212	12.9027038	10.46712288	9.86277756	20.11944531	7.57132252	7.027303804	5.429490999	3.455132728	2.594596034		6.598822594	6.857130963	11.2846652	10.7122158	7.700536667	7.146949451	7.871063813	10.40412882	10.74885134	8.886946251	3.435225598	6.924025418	4.80201908	10.1987457	4.323801589	10.57344626	15.49434443	5.921143177	6.172278035	9.594442536	17.54997404	11.03178499	7.847082388	6.866734236	8.621370056	6.205200344	9.675759683	7.865702653	7.410731019	14.31034448	3.792032633	13.68276417		10.60055513	4.832314067	5.318980429	4.448690337	7.183930987	5.971673171		2.533370108					3.120855046	5.35447444	3.563923442	7.231319367		9.456742343		9.889819961	3.949769876	15.39905177	4.436412602	5.95699673	2.560013061			3.680075839				4.298922752			4.029583526		3.596119211	3.866089666	3.74190782	4.491349933	5.881358576	3.45770292	5.170872786	7.207309554		4.661105375	6.098043364	4.74564007	4.539864889		5.008169951	6.279426104	5.860182299	4.855202033				4.414382264	3.694252543	4.372857112	5.026609978	3.471316509		3.280905529	7.139801096			3.700332229	4.810568822		3.144258194	5.061738224		4.883412862	6.548665644			3.759533628			4.126962552	6.130484595					5.112058679	4.513394876	4.988650823	9.306804693	7.734908555	3.901613214	4.062371201			3.725032609	7.617198644			4.85051326		3.353980573
1.490742383	1.901873974	1.651959044	2.971852697	1.719772318	3.363010329	1.125493181	3.330313938	6.962307821	6.711558776	5.052114444	1.553915438	1.641185138	1.83549361	1.242913364	3.404468077	3.622745166	3.032916057	4.76784396	2.953109921	3.757900543	1.766522131	3.135837168	1.981836941	2.995771457	2.620366194	3.425507916	5.282564329	3.041756707	2.609259445	4.208944014	3.98778989	3.71816057	5.393648366	4.653665237	4.5297677	3.24076769	3.155483882	2.478642879	1.666293572	10.30126878	5.88921835	2.801148806	5.69362747	3.059514345	1.73296561	3.393119587	4.596317075	3.525764229	6.102569233	2.008181166	1.648790096	2.42423585	1.515201607		1.591761487	8.248090467	2.818458183	6.246415076	9.024215294	1.453543685	2.284190455	1.118324544	4.308591108	0.754588615	3.011244971	10.79620774	8.891910869	5.737692798	4.602307325	6.939000737	6.554594353	12.1873991	2.115936565	5.742466436	2.018414673	1.972234374	5.50794376	1.838178251	3.089228885	4.553399277	1.762096602	2.966321375	2.143081111	0.867920168	2.727738346	1.577705292	1.917438448	2.464013433	1.638943499	3.208062687	2.602346287	2.351983032	3.319694554	2.534359161	2.188481648	2.598184012	2.331295441	2.893894727	2.905771753	2.436647689	2.369497799	2.5001388	2.365894594	2.182849529	3.779441918	2.40468779	2.564474765	6.192635671	1.975485691	4.650348154	1.949445019	2.722050862	1.873475738	1.935850807	2.09110495	1.806016434	2.257722123	3.395164041	2.03898802		2.501173382	1.314308749	0.775589248	1.831777175	0.948806254	1.080021432		0.905792573	1.632674864	2.260489685	2.160905621	1.372983509	1.641070744	1.448411044	1.540547085	1.870301313	1.929087651	3.239892647	2.920990543	0.909940037		0.763982179	0.62614857	1.149615868	1.003608173	2.072571344	0.911082766	1.207176772	
1.558556194	0.36974027	0.744008581	0.84273332	1.690998621						3.284814679	1.98283695	1.709091159			0.764216852		1.371711714		1.094955086						7.03924718	5.403555937		1.731134263	8.794412883			0.694810772		1.744993459						12.87316119	7.0783584			5.701453234	1.011617765	4.967447358	2.307795173	3.808417872	1.131806206	6.606178961	1.286758876	3.441992023	3.152921725	0.833539765	4.521078103	0.591238516		0.204256596	3.328499113	2.730287879	3.013715079	0.904850878	5.389409895	2.703118462	2.081316064	1.395659638	0.577183173	1.756818126	3.0580652	8.923923077	2.613325252	10.50475279	0.92548334	3.454638195										0.264869723																																														0.179391386	0.158407529	0.112929743			0.210027915		0.148741498												
