Class	Name	MPIMP-ID	Spikelet-Control -EGF End of stress-N22	Spikelet-Control -EGF End of stress-N22	Spikelet-Control -EGF End of stress-N22	Spikelet-Control -EGF End of stress-N22	Spikelet-Control -EGF End of stress-N22	Spikelet-Control -EGF 12h Rewatering-N22	Spikelet-Control -EGF 12h Rewatering-N22	Spikelet-Control -EGF 12h Rewatering-N22	Spikelet-Control -EGF 12h Rewatering-N22	Spikelet-Control -EGF 12h Rewatering-N22	Spikelet-Control -EGF 36h Rewatering-N22	Spikelet-Control -EGF 36h Rewatering-N22	Spikelet-Control -EGF 36h Rewatering-N22	Spikelet-Control -EGF 36h Rewatering-N22	Spikelet-Control -EGF 36h Rewatering-N22	Spikelet-Control -EGF 60h Rewatering-N22	Spikelet-Control -EGF 60h Rewatering-N22	Spikelet-Control -EGF 60h Rewatering-N22	Spikelet-Control -EGF 60h Rewatering-N22	Spikelet-Control -EGF 60h Rewatering-N22	Spikelet-Heat & Drought-EGF End of stress-N22	Spikelet-Heat & Drought-EGF End of stress-N22	Spikelet-Heat & Drought-EGF End of stress-N22	Spikelet-Heat & Drought-EGF End of stress-N22	Spikelet-Heat & Drought-EGF End of stress-N22	Spikelet-Heat & Drought-EGF 12h Rewatering-N22	Spikelet-Heat & Drought-EGF 12h Rewatering-N22	Spikelet-Heat & Drought-EGF 12h Rewatering-N22	Spikelet-Heat & Drought-EGF 12h Rewatering-N22	Spikelet-Heat & Drought-EGF 12h Rewatering-N22	Spikelet-Heat & Drought-EGF 36h Rewatering-N22	Spikelet-Heat & Drought-EGF 36h Rewatering-N22	Spikelet-Heat & Drought-EGF 36h Rewatering-N22	Spikelet-Heat & Drought-EGF 36h Rewatering-N22	Spikelet-Heat & Drought-EGF 36h Rewatering-N22	Spikelet-Heat & Drought-EGF 60h Rewatering-N22	Spikelet-Heat & Drought-EGF 60h Rewatering-N22	Spikelet-Heat & Drought-EGF 60h Rewatering-N22	Spikelet-Heat & Drought-EGF 60h Rewatering-N22	Spikelet-Heat & Drought-EGF 60h Rewatering-N22	Spikelet-Control -EGF End of stress-Dular	Spikelet-Control -EGF End of stress-Dular	Spikelet-Control -EGF End of stress-Dular	Spikelet-Control -EGF End of stress-Dular	Spikelet-Control -EGF 12h Rewatering-Dular	Spikelet-Control -EGF 12h Rewatering-Dular	Spikelet-Control -EGF 12h Rewatering-Dular	Spikelet-Control -EGF 12h Rewatering-Dular	Spikelet-Control -EGF 12h Rewatering-Dular	Spikelet-Control -EGF 36h Rewatering-Dular	Spikelet-Control -EGF 36h Rewatering-Dular	Spikelet-Control -EGF 36h Rewatering-Dular	Spikelet-Control -EGF 36h Rewatering-Dular	Spikelet-Control -EGF 36h Rewatering-Dular	Spikelet-Control -EGF 60h Rewatering-Dular	Spikelet-Control -EGF 60h Rewatering-Dular	Spikelet-Control -EGF 60h Rewatering-Dular	Spikelet-Heat & Drought-EGF End of stress-Dular	Spikelet-Heat & Drought-EGF End of stress-Dular	Spikelet-Heat & Drought-EGF End of stress-Dular	Spikelet-Heat & Drought-EGF End of stress-Dular	Spikelet-Heat & Drought-EGF End of stress-Dular	Spikelet-Heat & Drought-EGF 12h Rewatering-Dular	Spikelet-Heat & Drought-EGF 12h Rewatering-Dular	Spikelet-Heat & Drought-EGF 12h Rewatering-Dular	Spikelet-Heat & Drought-EGF 12h Rewatering-Dular	Spikelet-Heat & Drought-EGF 12h Rewatering-Dular	Spikelet-Heat & Drought-EGF 36h Rewatering-Dular	Spikelet-Heat & Drought-EGF 36h Rewatering-Dular	Spikelet-Heat & Drought-EGF 36h Rewatering-Dular	Spikelet-Heat & Drought-EGF 36h Rewatering-Dular	Spikelet-Heat & Drought-EGF 36h Rewatering-Dular	Spikelet-Heat & Drought-EGF 60h Rewatering-Dular	Spikelet-Heat & Drought-EGF 60h Rewatering-Dular	Spikelet-Heat & Drought-EGF 60h Rewatering-Dular	Spikelet-Heat & Drought-EGF 60h Rewatering-Dular	Spikelet-Heat & Drought-EGF 60h Rewatering-Dular	Spikelet-Control -EGF End of stress-Anjali	Spikelet-Control -EGF End of stress-Anjali	Spikelet-Control -EGF End of stress-Anjali	Spikelet-Control -EGF End of stress-Anjali	Spikelet-Control -EGF 12h Rewatering-Anjali	Spikelet-Control -EGF 12h Rewatering-Anjali	Spikelet-Control -EGF 12h Rewatering-Anjali	Spikelet-Control -EGF 12h Rewatering-Anjali	Spikelet-Control -EGF 12h Rewatering-Anjali	Spikelet-Control -EGF 36h Rewatering-Anjali	Spikelet-Control -EGF 36h Rewatering-Anjali	Spikelet-Control -EGF 36h Rewatering-Anjali	Spikelet-Control -EGF 36h Rewatering-Anjali	Spikelet-Control -EGF 60h Rewatering-Anjali	Spikelet-Control -EGF 60h Rewatering-Anjali	Spikelet-Control -EGF 60h Rewatering-Anjali	Spikelet-Heat & Drought-EGF End of stress-Anjali	Spikelet-Heat & Drought-EGF End of stress-Anjali	Spikelet-Heat & Drought-EGF End of stress-Anjali	Spikelet-Heat & Drought-EGF End of stress-Anjali	Spikelet-Heat & Drought-EGF 12h Rewatering-Anjali	Spikelet-Heat & Drought-EGF 12h Rewatering-Anjali	Spikelet-Heat & Drought-EGF 12h Rewatering-Anjali	Spikelet-Heat & Drought-EGF 12h Rewatering-Anjali	Spikelet-Heat & Drought-EGF 12h Rewatering-Anjali	Spikelet-Heat & Drought-EGF 36h Rewatering-Anjali	Spikelet-Heat & Drought-EGF 36h Rewatering-Anjali	Spikelet-Heat & Drought-EGF 36h Rewatering-Anjali	Spikelet-Heat & Drought-EGF 36h Rewatering-Anjali	Spikelet-Heat & Drought-EGF 36h Rewatering-Anjali	Spikelet-Heat & Drought-EGF 60h Rewatering-Anjali	Spikelet-Heat & Drought-EGF 60h Rewatering-Anjali	Spikelet-Heat & Drought-EGF 60h Rewatering-Anjali	Spikelet-Heat & Drought-EGF 60h Rewatering-Anjali	Spikelet-Heat & Drought-EGF 60h Rewatering-Anjali
Amino Acids	Aspartic acid	A152002-101	1.772986641	5.586749168	5.89871307	6.128036276	8.510192574	1.140027567	6.047299575	5.132706727	8.055944012	6.412145904		6.344420655	4.091394271	6.772104526	0.372427448	1.570332963	3.581864613	4.630307028	7.381553468	5.198442693	6.368693653	4.270028008	6.612164897	5.630088763	5.734038339	4.860358846	6.313428574	5.549813654	6.370571481	4.748902294		4.616192037	5.065531482	5.542506229	7.724779528		1.041025636	4.376670702	2.138875702	4.086776953	0.504740776	0.524814341	2.006982634	2.128597472		0.358797725	1.900749606	1.325142318	4.639536275		0.194111883	0.687367281	1.231292212	0.195226941	0.80703484		1.632480527	1.770844595	3.556652241	4.244167039	6.110717445	5.929669294	3.046148577		5.277299228	7.212367358	8.991409654	1.092266726	0.604285918	1.722152264	0.615153569	2.226988146			0.168614464	0.197916628	1.23482344	4.824428004	5.504820056	7.451947687	6.429084898	0.45302881	3.860401142	4.64348828	6.484697222	6.098420385	0.321423468	3.876203464	4.347171029	5.583580133	3.573741566	3.648627269	4.528902588	3.046115912	2.557207699	6.433313238	5.581748133	2.307430725	5.053910083	4.258943951	5.974230967	5.060262578			3.40573608	0.181369493	2.693442073	0.514193652	0.044688769	0.700290543	2.835396824	3.350476719
Amino Acids	Butanoic acid, 2-amino-	A117002-101	0.877421449	0.480145077	3.174192592	2.305827728	1.050587339	0.43806322	0.449985259	3.52546482	0.629396762	1.623265051	1.634243254	1.232689007	0.443494412	0.311324016	0.484888319	0.829997772	0.138614212	1.046876417	0.299475466	0.794521077	2.77795989	1.169079482	0.888348957	5.301702739	1.454128417	0.161101439	0.438518268	2.134499525	0.485752243	1.651418454	0.199293221	0.144188535	1.074990957	0.16092356	0.285986018	0.216908587	0.604825186	2.373781054	0.162360475	2.559580772	0.509628752	1.798017151	0.43508954	1.490622199	0.20305276	0.139431216	0.194015056	0.5867053	0.31489838	0.075013745	0.158576299	0.654361122	0.124672328	0.176778725	0.078859535	0.459146337	0.799210491	1.078962189	0.620601248	1.160576582	0.921255857	0.577262181	0.359552809	1.093095277	2.4680738	0.391146424	1.662934858	0.189146474	0.659142894	0.733063198	0.177037844	0.786313676	0.089904343		0.099969709	0.106090247	0.63481747	2.409617766	0.356986858	1.468347998	0.602468683	0.73476535	0.392896124	2.306439294	0.411771625	1.117328117	0.077879585	0.775586298	0.185418393	1.058540173	0.529623289	0.266263303		0.465530858	1.289331085	0.730689991	2.738777022	0.266927301	0.130637726	0.81942398	0.451172512	1.245967679			0.145848683	0.090997882	0.653912723	0.175422732	0.064756146	0.286488686	0.143966866	1.910559904
Amino Acids	Butanoic acid, 4-amino-	A153003-101																																																																																																																
Amino Acids	Butyro-1,4-lactam	A114004-101											7.68737579																																													4.43956908							12.91045138															4.7365409																														4.047670141				
Amino Acids	Caproic acid, 6-amino-	A174006-101	0.174538923			0.102884551				0.521282981			0.320756653							0.132377359		0.168026569				0.486116286						0.193939364			0.227336564							0.323270392	0.080842343	0.154477883						0.116873532	0.083488109	0.078686151	0.068977585	0.219166541		0.19205366	0.168913137	0.198478403	0.377429409			0.162115153			0.307678403		0.456535674	1.401250025		0.240814406	0.180375515	0.195899881		0.188317977	0.211642486			0.062876707		0.138354258				0.104414484		0.200857891		3.002054623	0.090055432	0.337275668		0.14303842			1.315883188						0.108850231	0.140154882	0.095692743							0.220029943				
Amino Acids	Glutamic acid	A163001-101	12.36300177	11.73650874	9.368984503	7.927154814	7.873881351	11.69463758	9.328368803	9.944527923	6.556230915	11.37990413	6.296314805	11.26391131	5.589001162	5.474787907	7.795775923	9.465828364	7.946034027	6.224617638	5.290737015	6.661201245	12.55339575	14.71484923	9.52634572	6.198238896	6.321435341	17.19268651	9.481215239	7.381237198	5.508075692	6.273824594	6.400180846	8.113901173	6.52202478	5.09493195	5.448976751	1.289651336	7.291875147	11.45316317	5.53340107	5.376077613	8.688265653	9.519959626	10.22537516	7.584571715	6.321971098	8.841722844	8.290237514	6.928174193	6.726204173	0.18711066	6.087504909	6.147312213	5.475984264	5.636839649	0.052478512		8.033621331	10.8188101	10.03355349	7.37434498	6.027484797	6.161399347	10.91290886	7.995004941	6.989228957	5.840774168	10.45476268	2.957330195		9.542314172	4.874407226	8.538118304	1.003007215	0.272743381	5.505804334	4.887559081	6.948052677	12.25261988	10.7031887	6.61591765	8.672327368	11.38020396	9.728281691	8.11644452	5.816970823	9.674492844	4.899641707	5.914437406	4.89068985	7.540822125	16.1337954	4.781403944	4.774459387	9.8027858	14.7754373	5.819985081	8.766624317	16.60836462	9.385970318	9.525175265	6.218945761	8.470410431	5.706662971	4.119797068	8.279482691	5.00262205	13.24048445	4.830140126	8.140366035	7.336646191	4.939051803	10.64284965
Amino Acids	Glutamine	A178001-101	0.303147057	0.215235544	0.404036254	0.522450249	0.480065658	0.195919292	0.266884069	1.216642861	0.315875568	0.556789975	0.551817186	0.347689598	0.218298812	0.182523835		0.130218257	0.347455893	0.339589069	0.103160445	0.423337571	1.368597014	0.635187607	1.88485533	4.840699822	3.90490666	1.37032291	1.516414985	1.695218391	2.622581302	4.162817582	0.284656237	0.39742514	0.853608968	0.147423105	0.201609441	0.577939072	0.773326328	0.834050418	0.204051412	1.2032771	0.194877558	0.480896762	0.2015864	0.443466829	0.163124972	0.131701974	0.175808214	0.322450459	0.114648739	0.111924496	0.293238251	0.501424207	0.073886199	0.338708893	0.287255069	0.26988159	0.559806126	0.49082126	0.221477131	0.598037339	0.256187935	0.212686982	10.21578273	0.529964805	0.578767806	0.134953651	0.570311667	0.500163057	0.454059458	0.959578165	0.161783164	0.594769667	0.463850039	0.169284558	0.219500366	0.095704905	0.197098359	4.654293934	0.083577134	0.357117666	0.119872207	0.319542314	0.128013631	0.348127326				0.140420599					0.258902175	0.340318201	0.493279242	0.105425464	0.552891413	0.428457662	0.234737485	0.400513684	0.190152994	0.392322047	0.324721322	0.147723031	0.210395901	0.130407703	0.498211977	0.642985436	0.163811897		0.072191743	0.841435228
Amino Acids	Glycine	A133001-101	1.129355477	3.399451356	1.614438902	1.221810121	3.294534672	0.860222708	2.998591292	1.449692258	3.492254665	2.685131467	1.655195322	1.054263366	1.368700699	1.350681964	1.376364312	0.536313503	2.197455693	0.714400613	1.666998118	1.605558541	3.896296374	5.811175872	5.762316941	3.650562974	4.821447627	3.484121591	4.233321819	2.346079981	2.257043626	4.077882513	1.627150703	2.134569016	1.667861503	1.086272181	3.484855488	0.334538369	1.20845438	1.148762886	1.610296519	1.445444993	1.210622439	1.503388596	2.016706449	1.540203739	0.569283517	1.339585127	1.252397082	0.913677426	2.189808395	0.391316062	1.972312651	0.458931621	0.6710638	0.827861991	0.157356517	0.245489465	0.987578754	0.68184672	1.782970444	1.040349026	0.835958452	1.510492941	1.313276474	1.847422357	1.112151238	2.136608327	2.144313731	1.053120498	0.50077366	1.028243642	1.021913573	1.930256317	0.327430249	0.38506006	1.595838677	0.766707501	0.420943474	1.978831386	1.979265503	0.927652701	3.051584394	0.84435638	1.900618524	1.837892476	0.982294931	2.776801207	0.702799142	0.719230587	1.209659212	1.239717271	1.450670636	1.293784643	1.019735913	1.810114352	3.100926862	4.321789939	4.504977114	2.134001556	1.963446478	1.401568339	1.243223506	3.260071832	0.517037561	0.76453391	2.725073216	0.844349638	2.162909072	1.061258508	0.713647926	0.254739158	0.770279298	2.132437701
Amino Acids	Isoleucine	A132002-101	0.638880683	0.967215842	2.282214363	1.546863435	1.417017476	0.137348815	1.039484924	3.626488915	1.212292329	2.683482598	0.289399752	2.683608352	0.616124061	0.558668808	0.688573448	0.007282256	0.309041367	1.109254186	0.513509027	1.673040717	5.054469253	4.120772902	4.274999655	6.703711112	6.459077891	1.256188356	1.563290364	3.192190307	1.174907492	2.962430452		0.129968156	0.4980865	0.13182067	0.274231332		0.332502528	0.555364714	0.084278777	2.068703099	0.067795861	0.16312504	0.400819826	1.055644089		0.127757825	0.485461332	0.523579959	0.359375911		0.118589383	0.230958537	0.134855671	0.293185054			0.671245729	0.688965737	1.060677781	2.030624997	1.39247182	1.198705258		0.009138955	1.340442592	0.270013879	1.347566908			0.368299392	0.030403557	0.407189988			0.017468722	0.028191191	0.267366885	0.96848718	0.239409682	0.685490104	0.44572469	0.006018357	0.20700707	1.16739067	0.285540254	0.807327899		0.671759657	0.202284341	0.924079205	1.017936987	0.144514037		0.594816344	0.750304206	0.892662745	2.753586408		0.649767211	0.650446156	0.336778877	0.404119497			0.033914168	0.024556729	0.226353139			0.074701626	0.033202053	0.931758013
Amino Acids	Leucine	A118001-101	3.204363337	0.056698674	0.279110614	0.288989775	0.125767367	0.391022476	0.119929692	0.805782118	0.097775845	0.260323169	0.714426783	0.285084874	0.071205773	0.106649937	0.184719358	1.01752188	0.032347745	0.173737079	0.048958815	0.158035731	1.157034028	0.193876156	0.079740118	0.36535382	0.055058836	1.546563024		0.215482733	0.049465449	0.324417146	2.948728628	0.03271632	0.193716769	0.030610832	0.050822009	2.707004585	0.609361393	0.172839814	0.053317138	0.229743634	0.412936749	0.336577155	0.106231187	0.499500641	7.270857765	0.057429856	0.08663754	0.56134214		0.853505003	0.049918315	0.187292582	0.056448484	0.137428223	1.04377051	0.184524543	0.434757392	0.652238169	0.09270703	1.535396423	0.065510536		4.641135499	0.175474257	0.207350818		0.096084186	2.099574658	0.152326209	0.149904003	0.074760328	0.257248848	1.207608771	0.331828913		0.042494703		1.178050736	0.074584219	0.098772791		0.542870207	0.04988281	0.106562078	0.041859536	0.157372125	0.655685147	0.184457774	0.11973852	0.23458115	0.870942791	0.032894109	0.260495018	1.318003073	0.248098974	0.036381512	0.209045811	2.445305574	0.061281324	0.354653463	0.037744806		1.755503989	0.464688412	0.056932709			1.30343556	0.085150324	0.277982507		
Amino Acids	Lysine	A192003-101																							1.119325566	1.99647631	1.751259887		1.0040121		1.374538819	2.198914161				1.127844553						1.348403518																									2.622084199																																		3.852702112													
Amino Acids	N-Carboxyglycine	A147006-101	2.031704797	0.730716489		0.955694409	0.82447097	0.866975174	0.76475989	1.778613327				2.378141645						0.807752507		0.793986435	2.441793806	5.693252061	0.716642936	2.193794656	0.652378763	3.057267379	0.719377401	0.883004717		1.168656218	1.461713413		0.643451669					1.90601815		2.30070611		1.515798531		1.123083582											1.040276617		1.375584967	0.937459232	0.789289418				4.749358426		0.855517625		0.769026487	1.437652474	1.164638903									1.6636653				0.76684297		1.016654533				0.326945529					0.941892398	1.632963407	1.99240866	0.544608696	1.210605785															
Amino Acids	Ornithine	A162001-101																							1.271595338	2.994342091	0.856849793					3.571201158																																			0.740914176													1.08842801																																		
Amino Acids	Phenylalanine	A164001-101	2.852527926	1.832976063	3.898039896	3.234476899	2.309567377	1.157365336	1.930405749	6.467863112	1.483109133	3.161473602	0.047712672	2.44753807	1.221602584	0.866366105	0.522153538	0.401115661	0.923730616	3.006587717	1.100161349	2.218736026	5.267738344	6.198854597	3.974429953	8.689717171	11.49819076	4.954877282	2.377340981	4.619929672	2.064856589	4.408373673		1.118004136	2.696747663	0.797102119	0.900209306		1.738930091	1.975383421	0.615405998	3.092039378	0.033473109	0.05569775	0.340558392	1.156874153		0.063348714	0.837531623	0.649775155	0.427496663		0.057951288	0.238150935	0.096635332	0.174835399			0.509352347	1.737415516	1.204640549	3.269285895	2.483989481	1.097081303	0.262441431	0.052713667	2.92722481	0.470438902	1.895610721			1.124167572	0.047528236	1.001983379			0.031654414	0.038127243	0.274938976	0.886856189	0.408404552	1.671339541	0.527218421	0.286685817	0.30647569	2.844853102	0.497376746	1.336385167		1.759292544	0.320703805	1.311859674	2.143016604	0.224972559	0.528335042	1.90562264	3.601311748	1.498848928	4.811731438	1.000287296	0.396802784	1.992281158	1.312233015	1.02696118			0.317712206	0.046981394	0.653308305	0.043057776	0.017671119	0.122676086	0.077783581	1.058635587
Amino Acids	Proline	A132003-101	1.162782424			0.833106336		0.746014205	0.658013242	0.613543737						1.142389383			0.611635113					9.54627789	2.217841262	5.978369878		0.924892949	2.218676391		3.346872472			0.998728773		0.734527763			1.125510659							1.33985705															0.850481993	1.70878042																									0.724247054														2.045206698	0.846228763												
Amino Acids	Serine	A138001-101	3.996426677	9.215170637	9.116414323	7.810054584	7.881342964	1.454576439	5.723586864	7.606468789	7.168080954	8.094963193		4.333033289	3.494507707	4.359728394	1.544223594		1.402246087	3.6487236	2.851237305	3.802096482	5.607001815	7.42233271	8.577288123	6.341868215	6.665185623	2.21150921	6.447245358	6.31134045	5.745306693	6.608342177		2.423050175	3.644046232	1.15726201	4.757683099		0.673024196	3.695284807		0.356738867		1.348096241	3.841381489	5.698389699		1.191462762	1.139979189	1.689381697	1.727879449		0.181256457	1.232053166	0.413802427	0.179222838	0.045863941		0.805341691	1.360639725	4.763667887	5.613154585	5.447886441	4.346808344			4.217740497	2.923154389	4.746736094	0.078105314	0.064048322	2.042554424	0.15056484	2.061940945		0.070166826			0.243000024	2.998376303	3.960293205	5.557988885	4.48406407		1.944186104	6.075308057	4.212360567	5.358450346		2.480702035	1.132871082	2.855445093	0.808418133	0.513196912	0.096961834	0.034271918	4.928440951	5.809439932	6.100375471		1.004613686	2.784403934	1.993307419	2.640438997			0.542069412		1.313743667	0.128765845			0.08044252	3.155572575
Amino Acids	Serine, O-acetyl-	A141001-101			6.27674948	4.246295996	3.19507941	1.751754303	1.902988611	10.9013127		6.65695411											6.578063144		3.983419538	12.74060804	5.464162273			6.210626578		3.302066048										3.032788601		3.995269332		6.075785907				2.207291509										7.90150136	3.104602426	11.93034847	4.219850144	2.676796653			7.170803766		7.561777491											5.81700611		6.066966025				8.657873329		3.994283904		1.814707607		2.749185599			2.737858993	2.043696739		1.899064023	7.516533415				3.025184999											7.797559181
Amino Acids	Threonine	A140001-101	5.763323933	7.510009894	6.994829358	6.068891228	6.966204507	3.878887992	4.581365866	7.138486025	6.667855222	5.822974619	4.011759482	4.886462223	3.323518811	3.0527814	1.819414466		1.695761601	3.374473091	2.000226193	3.591365473	8.935255849	7.774820238	8.077237328	6.919640731	7.069727529	5.068115133	5.120606067	5.306136241	4.302697201	4.884755258		0.983730368	1.973994136	0.466599513	1.01743244		0.931777021	2.062602628	0.191870928	2.73820387	1.6545537	3.782138763	2.228832451	3.510291253		1.073317885	1.046103122	1.443363616	0.750436963		0.477149018	0.847225953	0.194226761	0.648358537			1.236561197	4.674957798	3.409773701	5.105271759	4.38058713	3.410980908		0.957921912	2.714619485	0.855250683	2.551759578			1.122408085	0.125073905	1.179247802			0.045558402	0.051430972	0.243476642	3.883622401	1.868188317	2.907776186	1.098494875	1.40523899	1.453514493	3.80053096	1.165344451	2.707932076		1.787044326	0.438437145	1.721768568	3.675116756	0.534325339	0.731926346	2.923240354	4.803388488	3.816867728	4.731151798	1.069196606	0.517446038	2.597962473	1.776028439	1.646370713			0.355540043	0.064336295	0.758927129			0.085880992	0.107870025	1.665477637
Amino Acids	Tyrosine	A194002-101		0.721307672	0.715349958	1.431946784	0.921654819			1.688575559	1.028683589	0.690288617								0.395537644	0.315775767	0.408072939	0.708675274		0.756962073	2.207728398	2.469303979		0.402799144	0.783429146	0.571114322	0.949808916			0.551742926		0.469570053					0.352791703																				0.879424637	1.334968368	0.309932245			0.541998554																			0.733785214		0.722643291		0.422945316		0.415474448						1.734770937	2.25928907															
Amino Acids	Valine	A122001-101	4.684796582	5.85647338	8.433651023	7.999719831	7.796814496	4.094546498	4.139040564	11.36625745	6.937855669	6.261483795	8.398627486	8.761019601	4.105393689	1.672469963	1.475658079	0.961460332	1.812727634	5.272280141	1.513834804	4.610017334	10.71256212	6.729290234	8.646271115	10.79678023	11.33476161	0.954957655	4.248133267	7.503508134	3.999699612	3.705142209	0.255197052	0.937508909	2.983984966	0.293387133	0.649064539	0.454133297	1.338822471	4.012132742	0.375235205	4.990430913	2.572235412	5.828432539	2.827491668	5.127229991	0.216381349	0.857095504	1.716933452	2.601431295	0.65500248	0.273948384	0.736134525	1.67490448	0.287034779	0.710323093	0.277048821	1.245802596	1.952322321	4.909878692	3.939885446	5.487059062	6.10240692	2.917432362	1.216669185	4.629500134	4.81292711	0.779892406	4.16432699	0.501506523	1.296486593	1.304087943	0.314701281	1.531159828		0.091683317	0.39421831	0.227264698	0.871159294	5.288969775	1.798524509	3.800263543	0.890724881	2.103476686	1.60164684	4.68877857	0.727350487	2.861958333	0.298863099	3.078094142	0.410392463	2.757810747	2.438535045	0.560484637	2.374104191	1.792145379	2.907880074	1.975899332	4.300013682		0.33713553	2.19368219	1.32663835	1.495851037	0.403341773	0.107196056	0.479491396	0.269516541	1.128936853	0.386186568	0.142027109	0.77537966	0.24337895	2.402972916
Fatty Acids	Hexadecanoic acid	A205001-101	8.829229754	3.724925624	6.324040926	5.841747041	5.159451561	4.566082647	3.373479603	16.12191127	2.091923109	9.199819439	6.490460576	11.8274989	3.069367279	1.497927427	4.685696424	1.921888821	2.820207828	6.128804195	1.517748036	4.897165394	6.352144395	4.547052332	3.899555385	4.234745789	5.999716629	6.722722011	2.926183026	7.615339527	1.70016057	4.515119352	4.716132718	2.932283288	7.365442495	1.3715595	1.90723449	10.62010033	6.10733503	8.63001994	2.407114829	12.00263641	4.270216724	6.053610608	5.112228594	4.413964829	4.188999004	2.946027741	3.682198526	3.98454722	4.044894062	3.807792056	3.517611327	6.836928889	1.497996239	6.478923629	4.41959035	3.849168584	8.596425333	6.981834132	4.70887614	10.48723231	4.346632948	4.097618273	10.85927777	6.214854168	7.659251404	1.539363294	8.132063846	7.181554211	5.909604214	10.88451529	2.306495096	7.209398472	5.706079271	3.247164359	3.473827156	1.713585323	4.937905901	6.648395032	3.265914391	4.742904707	6.22342551	5.016915437	4.014538278	6.948050259	2.644091569	6.672023749	4.703616091	6.364734671	1.525907046	6.497794454	12.6899066	1.795283572	11.81971417	4.433643728	5.182779318	2.668324521	8.513438847	5.302774811	2.774475261	7.215793936	3.539898271	6.361551521	5.394259778	3.464257423	3.317719398	3.150049219	9.34404018	6.431383966	2.835527102	6.383249393	1.382929056	8.545323633
Fatty Acids	Octadecanoic acid	A225002-101	7.407990095	3.06808841	5.406035452	4.290420602	4.280579858	4.641074144	3.299232353	15.39253318	1.65744079	8.241569004	5.621221269	12.48817969	2.432955635	1.30101831	3.923748649	2.28808643	2.567630835	5.667718055	1.114366346	3.624542302	6.574560036	3.805466649	3.885478026	3.610639333	4.450829421	6.262447062	2.639064142	6.999516709	1.40111777	3.926309126	4.56391845	2.600769255	6.745511838	1.177989758	1.135441585	9.617516342	3.842440563	8.628000963	1.611888289	11.8089987	3.616612776	4.88402396	4.794745385	3.482096994	3.898915374	2.748869202	3.777830071	3.429842921	2.922574001	3.361876984	3.427911797	6.257805241	1.118640916	4.99873617	3.573294075	2.966002708	6.782986124	6.691549301	4.443590686	9.691423698	3.254021671	3.465020794	10.53842776	4.873675413	8.331393639	1.253238746	7.90300005	6.441764805	4.794746844	10.50373462	1.542081579	5.496069653	5.236489884	2.635607256	3.076412987	1.592319796	4.186264069	6.759771259	2.863780482	4.488576871	5.660243672	5.04960546	3.692844201	6.084163839	1.672084428	4.73004003	4.174187701	6.130914034	1.137996924	5.935199089	12.69761518	1.135295209	12.08566636	3.565019594	4.205442599	1.54118052	7.368138764	5.048927367	2.469532549	7.568690117	2.80797607	5.391810601	3.173648285	3.163707046	3.160072586	3.000134255	6.415089769	6.339194188	2.652079005	5.091205575	1.362712242	7.585155042
MSTs	A104005-101	A104005-101																																																																																																																
MSTs	A106004-101	A106004-101																												0.099122106																																																																	1.458254124																			
MSTs	A112003-101	A112003-101	1.832634459	0.809563645	1.157623728	0.349647041	0.209184491	1.079818246	2.145820667	4.688543276	0.211145719	0.287992732	4.819574057	11.94450683	0.193169175	0.192430701	0.197255985	2.811399893	1.2364332	1.360165837	0.180393909	0.275270201	7.795209238	2.414712412	1.081182345	0.441111677	0.174104856	1.185156305	1.389633099	1.250660058	0.174164868	0.187120508	3.886504356	1.194716877	1.884263277	0.169788531	0.161510809	1.61843238	1.136642683	1.751118288	0.336469027	2.758319884	4.963260345	3.724999351	0.898004713	0.488080779	2.358505751	1.01563603	1.480009484	0.393420409	0.192846017	0.548514206	2.129610624	1.60859409	0.172968058	0.198333559	8.19289304	4.822009009	0.386116005	1.681710604	2.229557629	2.788800228	0.206386319	0.159378343	11.86024499	4.364500444	3.332419496	0.189172727	0.299055716	9.512019861	4.597341942	8.431100102	0.231430466	0.306430651	2.404943931	0.712645985	2.013133395	0.913674184	0.167103109	12.16361716	0.726820071	0.706807344	0.25981549	1.550730688	2.116953527	1.365335906	0.178826079	0.207583517	6.171193407	1.722924418	0.176089369	0.239391516	2.237272568	0.204634642	2.58394228	4.673318781	2.550502655	0.159986772	0.218058684	1.813047351	1.243206742	0.989050707	0.21653126	0.253216043	1.633680898	1.012560305	1.79294897	0.997486681	0.221771181	10.2374087	0.715911595	0.960025771	0.8562233	0.393307328
