Class	Name	MPIMP-ID	Spikelet-Control-EGFEndofstress-N22	Spikelet-Control-EGFEndofstress-N22	Spikelet-Control-EGFEndofstress-N22	Spikelet-Control-EGFEndofstress-N22	Spikelet-Control-EGFEndofstress-N22	Spikelet-Control-EGF12hRewatering-N22	Spikelet-Control-EGF12hRewatering-N22	Spikelet-Control-EGF12hRewatering-N22	Spikelet-Control-EGF12hRewatering-N22	Spikelet-Control-EGF12hRewatering-N22	Spikelet-Control-EGF36hRewatering-N22	Spikelet-Control-EGF36hRewatering-N22	Spikelet-Control-EGF36hRewatering-N22	Spikelet-Control-EGF36hRewatering-N22	Spikelet-Control-EGF36hRewatering-N22	Spikelet-Control-EGF60hRewatering-N22	Spikelet-Control-EGF60hRewatering-N22	Spikelet-Control-EGF60hRewatering-N22	Spikelet-Control-EGF60hRewatering-N22	Spikelet-Control-EGF60hRewatering-N22	Spikelet-Heat&Drought-EGFEndofstress-N22	Spikelet-Heat&Drought-EGFEndofstress-N22	Spikelet-Heat&Drought-EGFEndofstress-N22	Spikelet-Heat&Drought-EGFEndofstress-N22	Spikelet-Heat&Drought-EGFEndofstress-N22	Spikelet-Heat&Drought-EGF12hRewatering-N22	Spikelet-Heat&Drought-EGF12hRewatering-N22	Spikelet-Heat&Drought-EGF12hRewatering-N22	Spikelet-Heat&Drought-EGF12hRewatering-N22	Spikelet-Heat&Drought-EGF12hRewatering-N22	Spikelet-Heat&Drought-EGF36hRewatering-N22	Spikelet-Heat&Drought-EGF36hRewatering-N22	Spikelet-Heat&Drought-EGF36hRewatering-N22	Spikelet-Heat&Drought-EGF36hRewatering-N22	Spikelet-Heat&Drought-EGF36hRewatering-N22	Spikelet-Heat&Drought-EGF60hRewatering-N22	Spikelet-Heat&Drought-EGF60hRewatering-N22	Spikelet-Heat&Drought-EGF60hRewatering-N22	Spikelet-Heat&Drought-EGF60hRewatering-N22	Spikelet-Heat&Drought-EGF60hRewatering-N22	Spikelet-Control-EGFEndofstress-Dular	Spikelet-Control-EGFEndofstress-Dular	Spikelet-Control-EGFEndofstress-Dular	Spikelet-Control-EGFEndofstress-Dular	Spikelet-Control-EGFEndofstress-Dular	Spikelet-Control-EGF12hRewatering-Dular	Spikelet-Control-EGF12hRewatering-Dular	Spikelet-Control-EGF12hRewatering-Dular	Spikelet-Control-EGF12hRewatering-Dular	Spikelet-Control-EGF12hRewatering-Dular	Spikelet-Control-EGF36hRewatering-Dular	Spikelet-Control-EGF36hRewatering-Dular	Spikelet-Control-EGF36hRewatering-Dular	Spikelet-Control-EGF36hRewatering-Dular	Spikelet-Control-EGF36hRewatering-Dular	Spikelet-Control-EGF60hRewatering-Dular	Spikelet-Control-EGF60hRewatering-Dular	Spikelet-Control-EGF60hRewatering-Dular	Spikelet-Control-EGF60hRewatering-Dular	Spikelet-Control-EGF60hRewatering-Dular	Spikelet-Heat&Drought-EGFEndofstress-Dular	Spikelet-Heat&Drought-EGFEndofstress-Dular	Spikelet-Heat&Drought-EGFEndofstress-Dular	Spikelet-Heat&Drought-EGFEndofstress-Dular	Spikelet-Heat&Drought-EGFEndofstress-Dular	Spikelet-Heat&Drought-EGF12hRewatering-Dular	Spikelet-Heat&Drought-EGF12hRewatering-Dular	Spikelet-Heat&Drought-EGF12hRewatering-Dular	Spikelet-Heat&Drought-EGF12hRewatering-Dular	Spikelet-Heat&Drought-EGF12hRewatering-Dular	Spikelet-Heat&Drought-EGF36hRewatering-Dular	Spikelet-Heat&Drought-EGF36hRewatering-Dular	Spikelet-Heat&Drought-EGF36hRewatering-Dular	Spikelet-Heat&Drought-EGF36hRewatering-Dular	Spikelet-Heat&Drought-EGF36hRewatering-Dular	Spikelet-Heat&Drought-EGF60hRewatering-Dular	Spikelet-Heat&Drought-EGF60hRewatering-Dular	Spikelet-Heat&Drought-EGF60hRewatering-Dular	Spikelet-Heat&Drought-EGF60hRewatering-Dular	Spikelet-Heat&Drought-EGF60hRewatering-Dular	Spikelet-Control-EGFEndofstress-Anjali	Spikelet-Control-EGFEndofstress-Anjali	Spikelet-Control-EGFEndofstress-Anjali	Spikelet-Control-EGFEndofstress-Anjali	Spikelet-Control-EGFEndofstress-Anjali	Spikelet-Control-EGF12hRewatering-Anjali	Spikelet-Control-EGF12hRewatering-Anjali	Spikelet-Control-EGF12hRewatering-Anjali	Spikelet-Control-EGF12hRewatering-Anjali	Spikelet-Control-EGF12hRewatering-Anjali	Spikelet-Control-EGF36hRewatering-Anjali	Spikelet-Control-EGF36hRewatering-Anjali	Spikelet-Control-EGF36hRewatering-Anjali	Spikelet-Control-EGF36hRewatering-Anjali	Spikelet-Control-EGF36hRewatering-Anjali	Spikelet-Control-EGF60hRewatering-Anjali	Spikelet-Control-EGF60hRewatering-Anjali	Spikelet-Control-EGF60hRewatering-Anjali	Spikelet-Control-EGF60hRewatering-Anjali	Spikelet-Control-EGF60hRewatering-Anjali	Spikelet-Heat&Drought-EGFEndofstress-Anjali	Spikelet-Heat&Drought-EGFEndofstress-Anjali	Spikelet-Heat&Drought-EGFEndofstress-Anjali	Spikelet-Heat&Drought-EGFEndofstress-Anjali	Spikelet-Heat&Drought-EGFEndofstress-Anjali	Spikelet-Heat&Drought-EGF12hRewatering-Anjali	Spikelet-Heat&Drought-EGF12hRewatering-Anjali	Spikelet-Heat&Drought-EGF12hRewatering-Anjali	Spikelet-Heat&Drought-EGF12hRewatering-Anjali	Spikelet-Heat&Drought-EGF12hRewatering-Anjali	Spikelet-Heat&Drought-EGF36hRewatering-Anjali	Spikelet-Heat&Drought-EGF36hRewatering-Anjali	Spikelet-Heat&Drought-EGF36hRewatering-Anjali	Spikelet-Heat&Drought-EGF36hRewatering-Anjali	Spikelet-Heat&Drought-EGF36hRewatering-Anjali	Spikelet-Heat&Drought-EGF60hRewatering-Anjali	Spikelet-Heat&Drought-EGF60hRewatering-Anjali	Spikelet-Heat&Drought-EGF60hRewatering-Anjali	Spikelet-Heat&Drought-EGF60hRewatering-Anjali	Spikelet-Heat&Drought-EGF60hRewatering-Anjali
MSTs	A216005-101	A216005-101												1.045094383																1.151789367									1.533578208																																			1.603441086								0.589125468								0.79421357									1.005076284									1.054624532					0.748910589	1.115316627	1.054269727							
MSTs	A217004-101	A217004-101	0.5508576	0.910091392	1.056082613	1.015046192	0.731241547	1.40505544	0.87715939	0.487335784	0.514091888	0.527845305	0.479588043	0.844561285	0.552544255	0.512096322	0.719431789	1.098662942	0.642824332	0.789306694	0.58356977	1.360912683	0.687076102	0.712940061	1.42080806	1.246702966	1.27734647	1.055068073	0.801734063	0.841986127	0.7880699	0.696393679	0.344828338	0.520124814	0.569547514	0.840682975	1.720915939	0.515960107	0.661989144	0.511077373	0.36488097	0.572099342	0.784050039	0.479859441	0.59878217	0.517156123	0.384940248	0.392908802	0.254592724	0.297673802	0.314155363	0.663477204	0.470141126	0.326043703	0.456088623	0.394308004	0.478240475	0.341173207	0.5090766	0.388405841	0.677191774	2.575943823	0.457715161	0.641525638	0.708537827	0.839399217	0.671524828	0.514527695	0.576119938	0.53105447	0.716599958	2.270316846	0.736661451	0.785564575	0.435042037	0.335173711	0.604845524	0.739191804	0.576258167	0.572166814	0.721966663	1.24943437	0.410504224	0.238902733	0.337953902	0.372949726	0.532282689	0.473175093	0.641804208	0.363706531	0.40653706	0.663660893	0.434592853	0.303951808	0.428550615	0.43760901	2.167901988	2.469937183	0.69210777	0.482090385	0.729860395	1.289603102	0.719840387	0.578203767	0.811617149	0.574130979	0.428746019	0.75558312	0.734088001	0.637723522	0.401395652	0.660589081	0.68930459	0.616043728	0.631885329	0.603693884	0.560519675	0.647593303	0.370558405	0.611102006	0.561901959	1.706075895
MSTs	A221004-101	A221004-101	2.480975815	3.224541518	4.258903215	3.383527571	2.348757227	1.474950335	1.844803129	1.300534098	1.762185769	0.947684711	1.770234766	1.659158058	1.746040476	1.890839933	2.324313661	1.965624992	2.076041646	1.695656358	1.362279143		3.093308608	2.654159507	3.469598489	3.329002329	2.746829356	3.368481494	3.573263185	2.826026911	3.252584563	1.846057614	1.286875808	1.352127772	1.679536794	2.055990875	5.832960731	1.711253076	1.455455141	1.007765283	1.422523424	1.076471624	2.700698193	2.043319953	1.715604524	2.224624371	1.411012116	1.566795994	1.153279696	1.423758378	1.608239916	4.125765656	1.270886466	0.914149589	1.554096922	0.784899082	1.168470913		1.026810561	1.099483239	1.119063417	4.644486624	2.445094663	2.935852874	3.621199327	2.540863631	2.255202794	2.182975432	2.025981034	1.849594691	1.929298681	3.696002428	1.822171902	2.191665612	1.115965176	1.050098007	1.399761125	1.612445312	1.331370577	1.120612772	1.063559075	2.294936288	1.699790143	1.327576796	1.482575364	1.685736002	2.121280662	2.208276985	2.112399145	1.405222549	1.579410375	2.299582161	1.558301521	1.328951059	1.876444851	0.854106912	4.940835774	0.732094793	1.02984646	0.940284879	1.039256123	0.823398371	2.242024979	2.029047591	3.253683255	1.626081959	1.301732501	2.563044261	2.290467389	2.240716385	1.502711712	1.863447835	3.13982084	2.265942181	2.350836528	1.495171746	1.248662635	1.577533403	1.096021432	1.410640776	1.299185334	6.627645541
MSTs	A223005-101	A223005-101					0.18476684	0.148576096									1.759627099	0.82964635				0.867039225	0.20913719	0.682399624			0.168239147	0.172146442			0.198563888						0.260799286	0.292329185				0.199257146	0.147877805			0.206094432		0.165022652				0.123650004	0.159004015				2.111690157				0.236541995	0.154470997	0.181049746			0.196069327		0.254092785									0.188069519	0.406721374				0.313097026	0.169450639				1.602993728	0.266678414			0.171455482		0.19726278				0.208048957					0.635116941	0.171638354			8.229829621		0.196090503				0.342202697	0.282903141					0.221256016				0.167366683
MSTs	A227008-101	A227008-101						4.603610497										5.325963594					3.310964252		5.391913083	2.783059238		6.524340533	4.276251717			3.98489925	3.937850297	5.420661923			2.971871157	3.099398444		4.508599854	2.869853205		5.084873644					3.206199291		3.98023637			3.956084269					7.131787707									3.796329851	5.984393461	5.342126552				4.831859235		5.363678527			5.385471651	4.255144846						4.075879322			5.493333328				4.023967471	5.322292757								2.583719825		4.472913643				3.066835826	3.943219602	4.868714231				5.213468802	3.441095376			4.508418914					3.590482572
MSTs	A228001-101	A228001-101	2.026672183	3.659264081	4.363525029	3.329179622	2.561020555	2.683741962	2.861715346	3.01563145	2.594637775	2.021513995	2.647582558	3.917566367	2.820530064	3.358383136	3.906803902	3.882110592	3.303309232	3.01921846	2.933842958	4.519443511	4.036749853	2.602086961	3.901602351	3.184838949	3.812323444	4.96071185	4.768785514	4.633246723	4.227240134	3.547627206	2.33218804	3.114779837	2.823269012	2.915446494	4.586359138	2.696988427	3.83355199	2.657414871	2.513154721	3.399481771	3.105883408	2.576234132	2.504798272	2.733446858	3.286056713	2.895243137	1.707210767	2.18581803	2.615264678	3.404997755	2.735134459	2.6751847	2.95958979	2.649370844	3.179365102	1.555419698	2.240253828	2.457229755	1.993447996	6.378546668	2.35670421	3.87420381	3.782113809	4.589178188	2.893450565	3.197237163	3.207248681	3.244012004	3.317510167	5.066230857	3.809762531	3.705823593	2.715599486	2.519118071	3.918719229	3.705899219	3.285705094	3.010847708	2.621001634	5.531417691	3.679293294	2.217957491	2.43607341	3.439767797	4.120544861	4.023718317	3.349830895	3.365059707	3.983462931	2.962814384	2.970488438	2.653160466	2.747742526	2.49972367	5.015014931	2.541577471	2.743822774	2.506090449	3.199656904	3.567965169	3.897476311	3.978867895	4.56326237	3.896405879	2.151081637	5.146299434	3.560592755	4.874930711	4.315763438	5.15157181	5.416580089	4.512421899	5.112897891	5.452817888	4.485357906	4.587540249	3.571623928	3.3624513	3.311673891	7.379335533
MSTs	A229001-101	A229001-101	5.895330457	6.718558864	9.764479359	9.557783094	6.393277098	7.808841761	6.364453535	7.535182922	6.170660631	8.178732927	7.837171208	8.766282382	7.306217293	6.686893078	9.680553602	10.03354687	7.668524211	8.073930569	7.614267547		12.80326127	7.848505317	9.734633872	9.171786154	10.18390437	12.45697254	11.67830803	13.30093553	11.17235257	9.828001557	7.501668327	10.35555869	9.92670265	9.037861945	7.62805113	9.276183861	10.68264778	9.423806758	8.165255084	11.60243777	8.4718476	6.538581645	6.845090356	9.355512381	9.20328688	9.14919199	6.510450151	6.570822927	7.566443916	9.22503443	8.535484988	7.803446265	8.03620076	8.15913564	9.84575578	8.13467937	8.015222851	7.906206435	5.883847536	6.411563423	8.529823557	9.975748183	9.943737785	10.31837207	8.59759737	9.427869271	8.910723568	8.092708997	9.636190621	5.271711695	11.49093656	11.46865426	9.880833094	9.084992827	12.814423	11.01762078	10.73731301	11.12594758	10.45519845	1.484764277	10.46828984	7.540369836	7.934549637	8.554079961	10.20381986	9.797359972	9.551019269	8.532391576	9.177129477	7.68570737	9.340357472	7.464886363	6.424219571	7.708779737	8.912999768	7.71286903	8.679197667	7.136874902	8.194263827	10.63330681	9.70762182	10.30113214	10.46223461	10.12951601	6.084598916	11.60866018	10.43489818	9.851311145	9.647275012	11.00216536	12.46573254	11.1060571	13.53240342	12.04000255	10.1065533	10.01310893	9.269697298	8.71106718	7.909563158	11.84790444
MSTs	A231002-101	A231002-101	1.845311054	2.258509841	2.964946527	2.897812608	2.373758476	0.909627348	0.981894263	1.276472598	0.942402594	1.015793445	1.077604868	0.991435554	1.625464038	1.250924515	2.089223414	2.034043152	0.96982128	2.144363037	1.097494466	2.824824834	2.375538914	1.541018601	2.602872695	2.013861456	1.778458451	1.469028681	1.825037171	1.901832264	1.707684118	1.676567325	1.399257651	1.627531076	1.097626525	1.032623471	0.604318775	1.149251195	0.807430867	0.891447917	0.650974933	1.564148978	2.585664565	2.511121901	2.897403589	2.775478128	1.905415128	0.807324299	0.749352103	1.263369085	1.257794768	2.132071747	1.587256628	0.985637909	2.085095269	0.959466225	1.236406475	0.795491517	0.77921835	0.814459913	1.124883405	1.483319369	1.662074052	1.943477536	2.025770373	2.256553117	2.005984861	0.823594255	1.535962575	1.751296071	1.166445519	1.597221977	1.969908508	1.520885107	2.07711156	1.792833506	3.057945743	1.415142143	0.751255157	0.731723839	0.739051224	1.567180689	2.501084645	2.668743256	2.218063329	2.100690574	2.571695486	1.816389464	1.700610855	2.03659184	1.416631621	1.234942328	1.155837954	0.912221843	1.480392636	1.371716718	1.186630951	0.838756361	1.062947751	0.766944591	1.233271893	2.002269386	1.526798524	2.167359845	1.516350129	1.81548133	1.212100341	1.88135586	1.775937334	1.193423352	1.468512435	2.142519871	1.550233064	1.322910692	2.669189998	2.658531584	1.599034846	1.255984239	0.904068129	1.283030956	0.98527488	1.496984496
MSTs	A237001-101	A237001-101	3.21723669	2.782179353	3.692540836	3.936557611	2.641860907	4.013402088	2.823336044	3.57897505	3.221551839	5.242411374	4.026231781	4.182806601	3.274637738	2.920284831	4.102828199	5.89213278	4.083499136	4.889120443	4.171275475	3.992610551	3.547200782	2.602047056	3.42917324	3.274192499	3.93203328	4.874773315	4.452178346	4.458574663	4.512997539	3.989712389	3.737746254	4.143150329	3.714731043	4.012686401	8.052585331	4.579273751	5.543289524	5.675123921	4.55828216	6.44062079	4.323898798	3.377665392	3.635971668	4.25117609	3.826237535	3.933801484	3.623500129	3.289921005	3.65536204	4.551563481	4.397351802	3.896686426	3.845338509	4.415732401	4.938587768	4.322263557	4.80482172	3.993053705	3.879864456	5.671027133	4.132994004	3.362822202	4.308970586	4.812903539	3.689219774	5.435755806	5.229873711	4.483588365	4.47606735	3.466053918	5.21349276	5.521915345	5.267904163	4.902182841	5.687718441	6.286544021	6.670258721	5.537097765	6.689254994	3.704042031	3.980791848	2.830880835	2.818374415	3.371949656	3.704594979	3.440953778	3.964470727	3.573484663	3.943269851	3.829099585	4.634778455	3.532611287	2.798609857	3.563428898	6.257764695	4.832785984	4.642300045	3.796328935	4.194650219	6.40897621	3.396025993	3.482653054	3.356678708	3.210675078	3.58990539	3.725588968	4.014244664	4.269885329	3.521158304	3.817795354	5.68904381	5.182500054	4.746802692	4.62626782	4.009648025	5.814696994	4.017460502	4.675490526	3.64448912	9.344864676
MSTs	A237002-101	A237002-101	6.368852133	6.506008811	7.45089232	7.427333335	4.986563908	8.058976456	5.872246661	7.068493603	6.833988578	7.157129319	8.158452917	8.052965047	6.063925865	5.936348248	7.395545516	9.444347151	7.654478861	7.358144081	6.754731774	7.811704543	6.932284016	5.696944344	6.195779619	6.305981398	5.732447148	9.358647048	8.63640222	8.650016715	8.128618282	7.128539208	6.86999035	7.78619334	6.271042238	7.139693176	5.837683909	8.015560722	7.272796972	7.492529511	7.366481905	8.148460817	8.173602636	7.030286893	7.21449147	8.860251257	7.684292585	9.304423616	7.796951871	8.168678023	8.38138595	9.355202193	10.36233761	8.909489775	8.132807478	8.503719976	9.183074404	7.998173179	8.668159343	7.757932943	7.472809764	4.241899571	7.10313573	7.54538727	8.063368952	8.025188015	6.830912606	8.328093198	8.599898103	8.747840528	7.953808841	2.93652403	10.09100179	9.635934307	7.517997385	8.7954172	10.03454875	9.672567108	9.971720112	9.508002188	8.903044528	6.404592495	7.277681526	5.85446017	5.509263882	6.355102172	6.643126643	7.458745078	6.984185565	7.056347404	6.093606058	6.26750201	7.24122506	6.215063563	6.191093597	6.527132407	6.4862452	5.991447965	6.484134011	5.170382693	6.631090223	8.157100699	5.987210947	6.21226276	6.564982773	5.924707896	6.590199711	7.583237655	6.59357183	7.438055618	6.597906822	7.426313579	8.390309693	8.154936464	8.809948853	8.418168543	6.698267956	8.675091512	6.887665209	7.319127582	7.053325297	7.598323538
MSTs	A250001-101	A250001-101	0.757726092	0.824097157	0.944741779	0.754020481	0.580695324	0.750748592	0.658207766	0.823407118	0.823112214	0.576843722	0.846180233	1.104291307	0.633440231	0.61576106	0.778383795	0.991947296	0.92870771	1.289728652	0.798952573	0.432154348	0.827599177	0.496410593	0.735070953	0.690338978	0.643555864	0.763267952	0.906125996	0.816425726	0.849172539	0.763531137	0.511447833	0.733697207	0.683306482	0.633544285	0.808839875	0.627802992	0.904673015	0.572305502	0.513904357	0.913748188	0.72578121	0.757376607	0.729986755	0.828475831	0.488954927	0.927301907	0.712929823	0.857894525	0.663952064	1.057112661	0.870098157	1.1647537	0.882377865	0.935674339	0.916877034	0.771198444	0.87208765	0.939328787	0.901180562	0.512789418	0.674189262	0.800265239	0.985631185	0.992823753	0.642066068	0.783562176	0.918069268	0.930542533	0.888188029	0.360143178	0.924081111	1.050781916	0.715773507	0.714469602	0.906251425	0.848750631	1.115057187	1.085889134	1.281416359	0.456078885	0.608154885	0.395499537	0.485887592	0.451727385	0.560077705	0.580321479	0.900213425	0.678019	0.607207512	0.486633024	0.523920194	0.54872088	0.629087583	0.582037244	0.930679091	0.788244674	1.073001902	0.607282385	0.756665161	0.997986996	0.676507231	0.703152925	1.006332954	0.658696137	0.52627237	0.917946882	0.6238411	0.640246128	0.527434581	0.73076366	0.713785655	0.716657227	0.693550461	0.722760158	0.761356192	1.256982971	0.645546652	0.799974606	0.727842589	1.599299536
MSTs	A252002-101	A252002-101		0.737620081														0.807907519		1.008710355						0.513061898	1.32054938	0.807933645	1.027820318		0.567764728						2.846603464		0.555270871			1.305599427									0.619653939	0.597504639										2.90189015		0.628198169	0.671693377	1.108225828	0.977212107					2.195298175						1.00901684	1.280565945			0.978717902						0.595789724				0.663325472					3.261967288	0.825526724				0.578583526											0.497464557					0.92063064				10.00165212
MSTs	A254002-101	A254002-101		0.127077372	0.187992781	0.10411751	0.091483369	0.103009983		0.085704263	0.109259215	0.120419164	0.104250501	0.142651601		0.101466545	0.130982609	0.190849353	0.092709244	0.177601885	0.151676228		0.198099106	0.137047812	0.181730116	0.162022509	0.194093787	0.206608549	0.16359986	0.168815239	0.185118179	0.145961133	0.098289819	0.147420427	0.127280093	0.114036194	0.519925417	0.097544649	0.217535617	0.113419772	0.13177505	0.147640578	0.224286752	0.152962809	0.130264859	0.162199277	0.166508994	0.232685907	0.096732955	0.166575638	0.193868232	0.287506347	0.194919539	0.230034664	0.233347859	0.215969766	0.172980765		0.134552184	0.1610659	0.131758578	0.398766977	0.192861759	0.29992692	0.280190389	0.292778568	0.200295417	0.245547412	0.330041408	0.203737196	0.251723566	0.220456788	0.292775548	0.29670325	0.187754373	0.186557917	0.225613115	0.248837557	0.251887015	0.254005323	0.264290379	0.246944112	0.118411326			0.091051936	0.190606191	0.199550992	0.079259412	0.114757468	0.111546552	0.096688419	0.098401872		0.114717032		0.226713484	0.112367887	0.196867613	0.088988528	0.106181085	0.125756649	0.172858735	0.186633675	0.246403799	0.189914201		0.276814825	0.20232194	0.183490278	0.186099407	0.219230819	0.219241786	0.176686775	0.214501023	0.256672311	0.281671895	0.181091152	0.267637521	0.28878791	0.165706619	0.322259385
MSTs	A255001-101	A255001-101		0.054596602	0.061097358	0.060216852		0.062070366	0.067300968	0.058914175		0.122620663	0.073739497	0.080831324		0.066948423	0.07344521	0.121394423	0.083195387	0.083723745	0.070081651		0.096927429	0.075544124	0.112931218	0.074722333	0.088940426	0.11346954	0.091400757	0.085860644	0.084219045	0.098766682	0.069019108	0.079740197	0.08461143	0.081731578	0.092175826	0.090651206	0.112444751	0.129129446	0.093806384	0.097941011	0.08876302	0.052882876	0.077811385	0.089223385	0.168698126	0.077619338	0.071012233	0.080907462	0.07497548	0.094429316	0.092162159	0.110438615	0.10200173	0.078139469	0.111372058	0.101531932	0.117951139	0.104806345		0.078818069	0.103146039	0.106919259	0.10761898	0.146917994	0.116466031	0.139595907	0.137849414	0.125526456	0.155736255	0.090946594	0.212327385	0.146457814	0.127409413	0.110463123	0.166062257	0.195470993	0.183126134	0.106712661	0.122182982	0.079800197	0.092585907		0.07214533	0.076452998	0.107292633	0.124450645	0.065635181	0.093889102	0.086076694	0.049916252	0.097147341	0.095628308	0.07478179	0.084500016		0.154819239	0.142231534	0.11406117	0.132958635	0.164796731	0.16241676	0.133200435	0.177773989	0.153641799	0.044059125	0.231702021	0.189226164	0.20035806	0.174396804	0.21793454	0.213669062	0.192604797	0.211455741	0.213066856	0.245046088	0.256563287	0.252544462	0.276986784	0.239412634	0.065121675
MSTs	A255012-101	A255012-101	3.091455576	3.274025049	3.729644149	3.351592043	2.917717881	2.30332289	1.665119076	2.13287444	2.34176139	0.225187079	2.815175818	2.118335797	2.122063924	2.353741914	3.161268204	0.396369677	1.450997828		0.932503537	0.872423515	1.502780307	1.051360526	1.249134648	1.242920461	1.386599704	2.070725672	1.461286414	2.173695458	1.950172947	2.741663758	1.857724743	2.072178776	1.924580716	1.719834292	0.461838731	1.173368744	1.312217299	0.219037223	0.778492715		3.478995692	2.78726276	2.809898479	3.149554156	1.503686495	2.980503796	2.196780669	2.397784121	1.511195338	1.737822408	2.917547824	2.858481562	3.120319503	2.591914737	2.242001134	0.433838093	0.552614611	1.088861125	0.318505172	0.442708733	1.585315818	1.413369396	1.712114453	1.334684685	1.129042531	1.711024163	1.933841007	1.865304061	1.658971197	0.508419209	2.357818122	1.761523538	1.325963308	1.522988418	2.659964183	0.507007744	0.475444849	1.239063318	0.262275913	0.863879051	2.306004851	1.746463889	1.987276627	1.826522675	2.641604123	2.02777357	1.011108121	1.738176491	1.554625227	1.541520362	1.613478551	1.305973597	1.901147045	1.771467057	0.409300266	0.144494177	0.594195338	0.448474339	0.854051773	0.167960846	1.245123125	1.027579137	1.224741785	1.170912748	0.863614514	1.286236874	0.386243494	0.775484755	1.276797504	2.009474526	1.410771034	0.975025783	1.974092801	1.714948474	1.163193857		1.04197605		0.363794969	0.626323739
MSTs	A275003-101	A275003-101	0.522275296	0.568487255	0.702475945	0.634624701	0.447010687	0.604062322	0.327047677	0.375458252	0.318365985	0.713887131	1.087844516	0.521501941	0.414673012	0.425458682	0.511220173	0.406185292	0.288076161	0.413399316	0.174813962	0.566755163	0.965711484	0.856416375	0.700137347	1.390788131	0.937857255	0.522821627	0.285691872	0.512508521	0.320161336	0.430115347	0.401479283	0.458250446	0.323882507	0.395335951	1.99314082	0.239010526	0.439704325	0.155326575	0.272719446	0.383179105	0.826576786	0.920974588	0.859042459	1.201030398	0.708511202	0.858895058	0.840817814	0.847942155	0.729457148	0.897697183	0.961488106	0.957164827	0.868213654	0.816821047	1.10123209	0.339291501	0.361703126	0.502053766	1.995523817	0.882227825	0.908505552	1.016343344	2.156631547	2.613430633	1.057983335	0.934906423	1.119396219	1.251488734	1.071202102	0.945007406	2.68008906	2.09081826	1.198486923	0.795736645	1.060729326	1.680958003	0.801375617	0.91735218	0.76007384	0.692258245	0.734379134	0.498352672	0.417720209	0.810451932	0.965027433	1.067771554	0.315306185	0.76569751	0.431950648	0.550299824	0.587341376	0.433693622	0.450485152	0.466897972	1.4560269	0.314923676	0.331555333	0.207080726	0.457089311	0.31415604	0.714875159	0.572816081	0.577027415	0.552408611	0.174907382	0.824204008	0.591142602	0.377308877	0.497376537	0.494981998	0.666013123	0.457605078	0.745998556	0.785221715	0.800960148	0.501314739	0.522307559	0.318927277	0.301242395	1.852588598
MSTs	A278005-101	A278005-101		0.588587617	0.439165358	0.840080333	0.458241003	0.666018575		0.416120757	0.612404776	1.802846285	0.981744608	0.637805148		0.58645782	0.847281297	3.071750062	0.851270107	3.711659844	1.145974796		1.17344636	1.051356268	1.109096763	1.486306124	1.473903214	0.766037295	1.552413784	0.645877609	0.619903297	0.980266742			0.420998851	0.629261945	2.511887774	0.619224367	0.628221905	1.420293559	0.757582834	2.696778178	2.415327174	2.215587868	1.687434657	2.976943783		2.625722918	1.371453225	1.87166842	2.165884219	3.084869478	2.743642894	3.076173063	2.623169438	1.981584351	3.777075554	0.693942173	0.857213487	0.874206248	1.191737342	0.682913026	2.37460205	3.904846736	7.669929113	4.778136623	4.367252646	2.439310382	3.37756191	2.291500419	2.211896694	0.594521421	5.579770663	6.44840957	3.117287509	2.54326921	3.812911861	3.563864955	3.422757468	3.043800708	2.214522119	0.807693747	0.678066718		0.391980492	0.734512197	0.869962134	0.799005184	1.818513182	0.630057905	1.153456314	1.698571458	1.226974749	0.720125562	0.831810318		1.073270673	2.087014216	1.138241539	1.830191028	0.549713029	2.899499661	0.912427833	0.752291546	0.694075782	0.902215309	1.277092605	0.744966547	2.161280738	1.59581149	0.777623466	0.761806297	1.258496922	1.019023822	0.461799736	0.547754356	0.653372588	4.937858423		4.205426572	1.862595423	3.625935629
MSTs	A285012-101	A285012-101	0.077718657	0.171096473	0.330095958	0.359401772	0.156814994	0.194860385	0.101765081	0.090661396	0.16304894	0.54364911	0.071755039	0.288002017	0.710494367	0.211634685	0.218777748	0.216446378	0.126369315	0.149917882	0.229937894	0.253303605	0.253131812	0.230532814	0.561951983	0.359056594	0.500591754	0.413585445	0.233852118	0.195785168	0.304479385	0.410657097	0.144158043	0.089150171	0.163975652	0.121959554	0.186450641	0.149655785	0.247727478	0.097212089	0.143664643	0.11799204	0.930918586	1.015053649	0.975466697	1.215062542	0.075386717	1.036771178	0.91437325	0.722718606	0.797771885	0.984810711	1.055071319	0.968523155	0.957256689	0.918985377	1.121494981	0.494342276	0.405755597	0.471297827	4.821739338	0.095061425	0.978408504	1.120094778	1.403951973	1.280592433	1.242967416	0.888106998	1.00555166	0.867772612	1.183894133	0.074793563	1.490319929	1.28068228	0.913364012	0.62893891	1.035610624	0.940816314	0.935061269	0.715824854	0.797494114	0.244962498	0.099117773	0.052210288	0.06199965	0.073553944	0.166989306	0.173073786	0.080886586	0.106397892	0.092132434	0.09931222	0.062446094	0.049777807	0.08931922	0.059968298	0.170239152	0.092470427	0.102760004	0.041395254	0.067992482	0.152321861	0.119556761	0.082332466	0.08721182	0.111674272	0.166381361	0.243263027	0.108841059	0.103917166	0.062490042	0.118099837	0.126805216	0.087758529	0.138207856	0.115651638	0.112915826	0.151256752	0.073129276	0.120985569	0.093503745	0.784597287
