Class	Name	MPIMP-ID	Spikelet-Control-Flowering-N22	Spikelet-Control-Flowering-N22	Spikelet-Control-Flowering-N22	Spikelet-Control-Flowering-N22	Spikelet-Control-Flowering-N22	Spikelet-Heat&Drought-EGFStartofstress-N22	Spikelet-Heat&Drought-EGFStartofstress-N22	Spikelet-Heat&Drought-EGFStartofstress-N22	Spikelet-Heat&Drought-EGFStartofstress-N22	Spikelet-Heat&Drought-EGFStartofstress-N22	Spikelet-Heat&Drought-FLEndofstress-N22	Spikelet-Heat&Drought-FLEndofstress-N22	Spikelet-Heat&Drought-FLEndofstress-N22	Spikelet-Heat&Drought-FLEndofstress-N22	Spikelet-Heat&Drought-FLEndofstress-N22	Spikelet-Heat&Drought-FL12hRewatering-N22	Spikelet-Heat&Drought-FL12hRewatering-N22	Spikelet-Heat&Drought-FL12hRewatering-N22	Spikelet-Heat&Drought-FL12hRewatering-N22	Spikelet-Heat&Drought-FL12hRewatering-N22	Spikelet-Heat&Drought-FL36hRewatering-N22	Spikelet-Heat&Drought-FL36hRewatering-N22	Spikelet-Heat&Drought-FL36hRewatering-N22	Spikelet-Heat&Drought-FL36hRewatering-N22	Spikelet-Heat&Drought-FL36hRewatering-N22	Spikelet-Heat&Drought-FL60hRewatering-N22	Spikelet-Heat&Drought-FL60hRewatering-N22	Spikelet-Heat&Drought-FL60hRewatering-N22	Spikelet-Heat&Drought-FL60hRewatering-N22	Spikelet-Heat&Drought-FL60hRewatering-N22	Spikelet-Control-Flowering-Dular	Spikelet-Control-Flowering-Dular	Spikelet-Control-Flowering-Dular	Spikelet-Control-Flowering-Dular	Spikelet-Control-Flowering-Dular	Spikelet-Heat&Drought-EGFStartofstress-Dular	Spikelet-Heat&Drought-EGFStartofstress-Dular	Spikelet-Heat&Drought-EGFStartofstress-Dular	Spikelet-Heat&Drought-EGFStartofstress-Dular	Spikelet-Heat&Drought-EGFStartofstress-Dular	Spikelet-Heat&Drought-FLEndofstress-Dular	Spikelet-Heat&Drought-FLEndofstress-Dular	Spikelet-Heat&Drought-FLEndofstress-Dular	Spikelet-Heat&Drought-FLEndofstress-Dular	Spikelet-Heat&Drought-FLEndofstress-Dular	Spikelet-Heat&Drought-FL12hRewatering-Dular	Spikelet-Heat&Drought-FL12hRewatering-Dular	Spikelet-Heat&Drought-FL12hRewatering-Dular	Spikelet-Heat&Drought-FL12hRewatering-Dular	Spikelet-Heat&Drought-FL12hRewatering-Dular	Spikelet-Heat&Drought-FL36hRewatering-Dular	Spikelet-Heat&Drought-FL36hRewatering-Dular	Spikelet-Heat&Drought-FL36hRewatering-Dular	Spikelet-Heat&Drought-FL36hRewatering-Dular	Spikelet-Heat&Drought-FL36hRewatering-Dular	Spikelet-Heat&Drought-FL60hRewatering-Dular	Spikelet-Heat&Drought-FL60hRewatering-Dular	Spikelet-Heat&Drought-FL60hRewatering-Dular	Spikelet-Heat&Drought-FL60hRewatering-Dular	Spikelet-Heat&Drought-FL60hRewatering-Dular	Spikelet-Control-Flowering-Anjali	Spikelet-Control-Flowering-Anjali	Spikelet-Control-Flowering-Anjali	Spikelet-Control-Flowering-Anjali	Spikelet-Control-Flowering-Anjali	Spikelet-Heat&Drought-EGFStartofstress-Anjali	Spikelet-Heat&Drought-EGFStartofstress-Anjali	Spikelet-Heat&Drought-EGFStartofstress-Anjali	Spikelet-Heat&Drought-EGFStartofstress-Anjali	Spikelet-Heat&Drought-EGFStartofstress-Anjali	Spikelet-Heat&Drought-FLEndofstress-Anjali	Spikelet-Heat&Drought-FLEndofstress-Anjali	Spikelet-Heat&Drought-FLEndofstress-Anjali	Spikelet-Heat&Drought-FLEndofstress-Anjali	Spikelet-Heat&Drought-FLEndofstress-Anjali	Spikelet-Heat&Drought-FL12hRewatering-Anjali	Spikelet-Heat&Drought-FL12hRewatering-Anjali	Spikelet-Heat&Drought-FL12hRewatering-Anjali	Spikelet-Heat&Drought-FL12hRewatering-Anjali	Spikelet-Heat&Drought-FL12hRewatering-Anjali	Spikelet-Heat&Drought-FL36hRewatering-Anjali	Spikelet-Heat&Drought-FL36hRewatering-Anjali	Spikelet-Heat&Drought-FL36hRewatering-Anjali	Spikelet-Heat&Drought-FL36hRewatering-Anjali	Spikelet-Heat&Drought-FL36hRewatering-Anjali	Spikelet-Heat&Drought-FL60hRewatering-Anjali	Spikelet-Heat&Drought-FL60hRewatering-Anjali	Spikelet-Heat&Drought-FL60hRewatering-Anjali	Spikelet-Heat&Drought-FL60hRewatering-Anjali	Spikelet-Heat&Drought-FL60hRewatering-Anjali
Amino Acids	Leucine	A129002-101	1.388557256	2.415674641	2.511727535	2.103566365	1.257224493	2.890114426	2.948132607	3.353944102	3.018167673	0.836970482	3.995292732	3.234753879	2.574271423	3.077816421	3.359722011	3.265425203	2.467398533	2.912623679	2.263193278	2.003865087	1.19573072	2.709075012	1.325977595	1.573747023	2.495535365	1.997277854	2.009573937	2.991451309	2.948306341	1.155144131	1.992798666	2.289343173	1.915561174	1.489186169	1.555341365	2.622132167	2.603381371	2.843485817	2.130002976	2.403649889	2.260368372	4.28957694	4.918052228	4.659979597	1.566877619	1.86140551	2.814369815	2.306297631	1.893390619	0.632685145	1.717081408	1.944164064	1.425605628	1.843287709	1.362907776	1.055284651	4.313208557	1.162964975	1.310447934	1.542002635	2.243732468	2.484789051	2.514150961	2.397950327	3.447280093	2.983885765	2.651191346	2.641912969	2.559500951	3.601081738	4.998022742	5.452943759	6.61735182	4.936414907	4.526540394	1.978486756	2.357824555	1.626318302	2.36228462	1.183559149	2.251301338	2.632302867	2.707020725	2.866231786	2.407186678	3.332799741	5.731839462	2.719500187	3.714778507	2.253335797
Amino Acids	Methionine	A152001-101	6.985412104	6.424586538	7.906785038	5.557733806	8.385919809	12.52638292	7.577495916	6.062466827	7.170636336	0.097378396	9.596441493	4.654323068	3.549446986	4.257603496	10.75527691	4.728726106	1.99179086	4.781595816	5.303407067	4.390888709	3.023033901	3.965655399	3.281409276	3.160762854	1.190525973	3.169823631	1.599190454	1.554124209	2.149972209	0.347615815	3.463378094	2.874901746	2.99188806	5.84782675	5.651687245	3.957666507	5.528931768	4.05812025	3.474140389	3.478293956	5.68785198	6.409700023	6.087458984	5.269408911	11.90327408	5.753169335	4.290796232	3.58619856	2.826586858	8.118088539	2.069063209	1.858769394	1.147091802	4.348531296	3.634764884	1.908877447	2.897062112	1.828341225	1.947904458	0.355297343	7.986819607	7.678611806	4.604881551	5.217219274	12.88723103	5.692078634	4.298955834	4.665291388	8.169002	8.185480562	8.21962217	5.655096014	10.80441647	9.892178187	9.930321639	7.464214948	5.944710158	2.946163844	4.887804085	0.205881912	9.946982067	6.152482734	3.893068622	4.274439596	0.960053641	3.729908179	3.961589019	2.828515377	4.377491904	3.772534294
Amino Acids	N-Carboxyglycine	A147006-101	1.908971408	1.362379082	1.627004986	1.190957861	0.979664865	1.593755644	0.986809749	1.132351464	0.905225991	0.105558195	2.013953074	1.308300049	1.072748319	0.802523125	1.408177441	1.516493819	0.902420358	1.185225437	1.293334816	0.807126173	1.535073794	1.482711492	1.201756599	1.181676394	0.559272123	1.531651958	1.219871696	1.312556914	0.897989077	0.296979477	1.17853374	0.8578502	1.005296879	1.400915966	1.043201292	1.491047435	0.935221743	0.91079546	1.098791676	1.021406472	1.581942905	0.966882571	1.497435898	1.165439978	1.027177939	1.722108932	1.13244493	1.126446044	0.634240102	1.049090562	1.231263642	0.919435135	0.531019586	0.960602074	0.783830594	1.455370406	1.330667461	1.566823392	1.130809413	0.215568362	1.637868693	1.43076587	1.305948017	1.201079813	1.388811745	1.219360421	0.964602763	1.002974111	1.357244401	0.930300035	1.247104777	0.806737103	1.238084973	1.247216173	1.145771645	1.339457419	1.362553774	1.166418395	1.060154534	0.358079847	1.545517849	1.161901332	1.519894953	0.832892247	0.72105439	1.301043152	1.20195987	0.77495494	1.234474972	0.950120343
Amino Acids	Ornithine	A162001-101	5.562539614	3.097584435	2.329062554	3.133110382	3.410994307	4.128310937	4.018436528	6.102877303	4.03547147		4.14612552	4.311002311	3.264645176	3.309429702	13.46411275	3.589210527	4.345882485	2.420865736	2.058507251	1.815152964	3.62373504	2.587552887	3.719919895	2.601963662	0.627629168	2.037812941	1.916078045	1.865628712	1.673821831		3.702591174	6.386135138	2.499553371	2.954372027	2.831393334	4.179332772	2.203433887	2.69497773	3.06237123	3.624549787	6.497704194	3.861519722	3.456073349	3.645088809	4.26191095	4.928647129	4.745137297	4.185032118	2.915996932	8.597877396	2.760707296	4.119861773	4.49997141	3.11060822	2.434726963	4.931979078	2.70707305	4.475878241	4.320898669		4.688800218	5.630949176	4.512019459	4.864745357	9.644760476	3.299678592	4.759493385	4.700429421	3.230593181	3.403191362	4.692030933	5.938040205	4.966010408	3.556541034	6.452358653	5.327373491	4.593975157	4.761218847	3.759917679		3.66889438	4.491594991	5.675657012	3.487356805	1.799203848	2.795391919	5.338175482	4.806938833	2.265128144	2.796431502
Amino Acids	Phenylalanine	A164001-101	1.46061017	2.026733126	1.98891671	1.938217743	2.113826482	2.952415914	2.383854378	2.678372396	2.384466573	0.170008251	3.687992117	2.633936254	2.579350198	2.495952748	4.471223496	1.975137525	2.244332745	2.353381632	2.061109642	2.089614507	1.751108204	2.98208489	1.900292987	1.962575448	2.53977866	1.525346619	1.6935247	1.850345006	2.544472472	0.740011008	1.445528127	2.099862087	1.544123893	1.81545732	1.991359753	1.833477712	1.908016007	1.808095581	1.398049538	1.462877989	2.849532241	3.235303623	3.150096463	2.989013997	2.495224038	2.08475617	3.034053726	2.907722507	1.920468946	4.041230512	1.558036662	2.368428482	1.978219831	2.130333772	2.481702852	2.540151956	3.241415883	1.543336179	1.807487083	1.668987178	3.056076154	3.806437527	3.765094209	3.973084297	4.549754531	2.136298122	2.893586372	3.3233238	2.37002591	3.150420435	3.736849733	5.18557295	6.105845619	4.233256249	4.7027977	2.562647628	2.906744836	1.553601577	2.872380921	0.65078884	2.724215252	2.966128058	2.95574733	2.418764482	3.432469798	3.589134331	5.826980857	4.260588867	4.046273454	4.43708262
Amino Acids	Proline	A132003-101	12.07321774	12.96912692	12.97587383	10.13357542	14.14262929	11.24381717	12.36898976	13.38768501	12.77909525	14.10725378	20.98710375	20.88905709	13.57043927	13.19250684	21.13346736	11.46493739	18.66789709	21.00545043	9.684529357	10.87602641	10.4526052	12.58307279	6.187233666	7.79217353	17.771301	10.69359577	13.41936241	9.522105982	17.48202709	16.13437846	9.489266186	12.05234536	11.99729847	7.734111767	11.46891001	10.83201829	12.13023354	14.68777206	12.04710763	13.43496341	13.21206235	16.11220152	9.898953371	13.52821689	18.29552965	9.178809904	21.17857372	14.12189518	16.84606963	21.16818285	10.33030509	16.79577526	12.82823966	7.68055233	10.92736418	6.785242479	8.090160924	5.765972864	8.44699054	11.48352984	10.29972606	17.19843271	9.099169589	7.940266082	12.78178855	16.34325855	20.09058978	16.32123227	9.163434928	13.244093	11.41531694	20.02604167	18.92747557	8.810505004	12.55709478	15.79635412	14.43705882	11.94663374	14.85503412	14.33550887	25.73527269	27.57793278	23.08393209	20.25638273	16.58092315	10.33986644	14.72489726	8.929875723	6.555957672	8.898897288
Amino Acids	Pyroglutamic acid+Glutamic acid+Glutamine	A153002-101	39.94923822	33.77618344	34.41112062	42.71634577	50.08399255	34.80839138	35.13463705	50.38957314	36.95751092	46.52983031	48.21853956	32.85553053	22.99220816	38.48544801	42.21321834	24.84059749	33.30832647	39.37847438	18.45929405	24.41977075	24.19950927	37.32374222	26.49701269	25.12644491	42.23386002	24.53949938	29.98878992	18.27939551	40.04496458	42.72303181	30.48125015	44.9154536	34.6406587	23.41690972	30.96183728	24.29556371	34.56596181	34.36404335	32.30063189	35.46377893	36.08022032	37.09666221	32.38663326	40.94791351	46.84026072	30.52709385	42.40449901	32.39165884	39.86754432	49.86712689	26.77964147	34.04889099	29.60757722	23.4360024	33.62251057	36.57486707	35.97507309	30.99626623	45.10382661	38.09219462	27.76873222	43.54333892	26.72644337	35.85349473	45.28153534	32.75258166	47.6212967	34.44103786	31.20816473	36.52255153	27.07946584	42.48600985	41.11610501	25.60588386	39.7809446	30.86538244	36.81159347	27.84568186	51.68398065	51.34994036	36.74080284	48.62302284	48.04270788	51.07147596	40.97604299	24.07893746	31.52269068	20.86749713	17.37668088	30.7526585
Amino Acids	Serine	A138001-101	6.067745318	11.47783383	10.05005302	9.812193073	6.700315141	10.24802756	13.92235294	13.18144424	14.01539325	0.15774155	13.31595077	11.38510699	10.28377824	12.15831709	12.99194768	6.247459544	7.75289237	11.66864697	7.205680597	5.995054828	6.679898443	12.0595755	6.820078133	7.987951127	2.754179558	8.707620944	12.15247535	10.8399742	12.31108641	0.833827351	10.02251957	14.37613907	12.07840495	9.235163463	10.92018582	10.60600575	11.74669621	13.27298247	8.864324532	9.418173075	7.411528879	10.80195212	13.00516917	14.44655508	10.72234129	9.6150262	11.71169243	11.0748263	11.90608039	9.956919581	10.86540012	13.38826077	11.37533598	13.77762025	13.27607833	9.128079646	14.8648952	8.884891455	12.14054118	1.089157057	6.212635177	8.816774398	8.817499545	9.372815461	13.74788629	6.242312746	7.69845666	8.301917181	8.269723211	8.711304311	8.019017244	10.05100315	13.12853546	8.73794793	11.57728005	6.632419671	8.92664984	3.615780372	8.818076883	0.326303954	9.49894644	10.64545631	12.00040859	10.69556578	2.19472738	8.730227526	9.991513033	9.776038373	6.715515022	10.59940376
Amino Acids	Threonine	A140001-101	3.800169077	4.895833368	4.22581488	4.123854964	4.58987012	5.928917934	6.081929127	6.47123212	6.081819841	0.281498442	7.769704362	6.024267627	5.004100392	5.713257443	7.187444385	4.381219144	4.460735599	4.77374479	4.152162222	3.403207476	4.135089737	5.3215504	4.346771066	4.224235981	4.784957233	3.627991002	3.938522035	3.740035277	4.337697781	1.121414185	3.780152073	5.991126401	3.458681484	4.409329271	4.38792442	5.754541793	4.593979908	5.400758894	5.126968599	4.808105573	5.06719337	5.127324974	6.764988738	6.43095857	5.637474906	5.307705116	6.320498952	6.657588273	4.654106142	6.438191118	3.788133453	5.847862804	4.449374552	4.876791785	4.837238132	4.811353664	5.593899955	4.604971682	5.179582131	2.394097703	4.216093883	5.501037173	5.008302625	5.479694837	7.589814952	4.22345114	5.196603327	5.908949474	6.248850977	5.839322421	7.079067862	8.607964535	9.477672416	8.026271312	8.614163047	5.622897331	6.37595323	4.346013471	5.790343047	1.308798741	6.051923157	6.37010329	6.482505635	5.79356267	4.177955946	3.978179218	5.431402353	5.11635292	4.132187058	4.187373779
Amino Acids	Tryptophan	A223001-101	1.751453802	1.942069291	2.016513783	1.046687554	2.651299952	1.61884932	2.386561958	2.407493682	1.420595373	0.063262293	1.352903687	1.048557609	0.670235977	0.893367319	8.864882972	0.777754318	1.114278865	0.947184317	1.000641823	0.830602255	0.736689995	0.979093075	1.014917791	0.94242401	0.788826797	0.235517373	0.219413591	0.312574886	0.561627411	0.161197141	0.90742398	1.02750537	0.569481885	1.240169852	1.242770073	2.117746778	2.373699681	2.01377136	1.382292378	2.231513281	0.908024991	1.325795241	1.122321819	0.986632203	1.650026141	0.656552895	1.060027438	1.149401607	0.408770924	9.979092581	0.215099116	0.345597657	0.241740299	0.242357506	0.440202678	0.358476103	0.335499803	0.212299057	0.614419184	0.531977278	4.842097059	5.933230665	6.537625905	6.894186638	8.00439551	4.907497362	6.342419449	8.075450039	3.35422741	5.401819186	3.904520456	5.142872602	4.123648111	4.183321288	4.153956479	3.167501545	2.331636864	2.08257458	3.363359709	0.174625151	2.41088175	2.163843073	2.36892656	1.933111118	1.39368348	1.469023542	1.709452281	2.319101866	1.59558054	2.314506087
Amino Acids	Tyrosine	A194002-101	3.560106174	3.484590762	3.669962037	3.861647421	8.21205159	4.972699221	4.267342709	5.331393537	5.161007682		5.211152988	3.165215102	3.848979273	4.114753999	9.681951694	2.312845808	2.342817305	2.504623208	2.60855217	2.759280222	3.410208812	3.560485434	5.454489059	3.592368739	2.315682872	2.710322654	3.015501301	2.90896582	4.12244504	0.624637194	2.346371013	2.608767445	2.568717446	2.58789614	3.667268206	2.870070331	3.653539781	3.408007128	2.465184587	3.850094546	5.00357395	4.012674321	4.587608096	4.53443372	6.370618003	3.530416908	3.516734958	3.639041729	3.705823923	9.979092581	2.476613432	2.874482252	2.963057734	3.323574102	4.637106765	5.914550897	4.554106768	3.173253648	5.538292798	0.552074365	5.835516498	6.602714644	6.76766641	6.600878474	10.20133137	5.326115041	5.873386989	8.527310217	6.424984838	9.236128509	9.231518995	9.054303533	10.54723136	10.01763147	9.913899956	8.35284053	5.33786339	6.14267693	9.032710519	0.374337633	10.59413272	8.407697719	8.136812075	9.365004086	1.979823382	7.572315548	7.74103985	8.792949865	7.967729775	8.720253551
Amino Acids	Valine	A122001-101	1.696115769	4.690448216	2.684892928	3.925466898	1.993386878	5.147798825	5.153976197	4.86126935	5.469193201	0.931986164	3.021840082	5.048492038	4.774913227	5.759016576	2.45218323	4.378126401	4.520647402	4.033111204	1.551495779	1.54460004	1.288298974	2.334529974	2.207529998	1.619712918	5.168695064	2.425279521	3.190870229	2.920552078	3.244388711	2.125159981	4.266516192	5.468076666	3.407554139	1.481652574	1.796560791	5.999873807	4.09566516	3.822029759	1.564526084	4.28554482	2.098602847	6.621103804	5.314234052	6.305827103	2.120727236	3.502517156	4.691408525	3.088648533	3.342394487	0.876001088	2.524078376	2.741465573	2.673628932	1.121264396	1.699406073	1.542666514	4.666830368	1.729901166	2.031642103	3.585104428	4.397639307	5.795249989	5.142114629	5.360784968	2.247502431	3.007350747	4.904135867	4.607784209	1.640840592	2.640503927	8.06869209	6.116006651	7.592644395	3.312382503	3.991586853	2.145305545	2.784089904	1.152912569	3.102880667	1.641673437	1.515334526	2.796723832	4.005262107	5.51767723	4.214729742	2.598005807	4.452586051	4.945057036	1.868816962	2.101976288
Fatty Acids	Hexadecanoic acid	A205001-101	4.913502926	4.528650292	3.800747518	3.069576031	4.849368358	3.118212861	4.032181294	3.593461784	3.565811508	3.429986682	4.371227979	4.876937686	4.609415891	3.696112536	4.011674303	2.992160663	4.993572778	3.739872902	3.742918384	4.06633449	3.763476433	3.598443331	5.139097471	3.513836349	3.91773653	3.114776487	4.062891636	4.112658027	3.293197585	3.060875536	3.260690238	4.648349594	4.141307703	4.153460445	3.772519883	3.360548844	2.876821149	3.735029893	4.239987148	3.876289076	4.444311053	3.538138999	4.242110989	3.038327522	4.069385236	3.683286018	3.68592809	4.378022897	2.940618297	2.97422709	3.269161355	5.09530959	5.110922671	4.461146745	3.725810167	4.585749942	3.950610702	4.798533884	4.517639959	4.310241704	4.33079993	4.371261452	4.76346405	3.396979943	4.16959928	2.790313613	3.943847298	5.421898623	3.587022758	3.422152269	3.193005368	3.977468975	3.806832651	4.216083204	4.007331742	3.755377692	3.387977704	5.421393603	3.876241477	4.275381523	3.130499689	3.72894513	4.941666856	2.963968305	4.531849029	2.555866058	4.293192116	4.170809657	3.868077585	3.070788915
Fatty Acids	Octadecanoic acid	A225002-101	4.522948167	4.39012808	3.353688151	2.419979552	4.300882592	3.097124284	5.07303069	3.69157181	3.274375094	3.015514296	4.21302262	4.743855215	4.933412508	3.322658162	3.37706348	2.849469046	5.566667264	3.594049463	3.944848598	3.869310686	3.671679452	4.094696983	5.743590662	3.622930902	3.719485247	3.214505878	4.00765235	4.380978547	3.152065032	2.643974319	2.976584922	5.577549933	3.740974314	4.391341159	3.699372998	3.632241749	2.360276157	3.49866799	4.520484491	4.155312234	4.214925024	3.992892052	3.640729348	2.972064015	3.655047028	3.529745608	5.106725089	4.728657487	3.025802689	3.100574394	2.968782122	5.208882914	5.146080114	3.956219717	3.576792055	4.376213929	2.853709859	4.614738927	4.800027102	3.667440783	4.472036578	4.938704254	4.960899746	3.521810658	3.535223075	2.461975667	4.369217868	5.807507357	3.299852874	2.841207697	2.524309916	4.648047583	3.610105508	3.871243274	4.114306293	4.098877504	4.564922457	6.712516542	4.260669267	3.666421213	3.257250593	3.945514661	5.364252829	3.084148074	4.203741238	2.245037134	5.171684393	3.387700482	3.731994206	2.824062592
Flavonoid	Naringenin	A284003-101	2.886392749	5.606785675	5.841717627	6.275198623	4.186234584	5.002669364	7.261829644	5.322523337	8.970488573	3.357456091	6.736453661	5.793065974	5.329465257	7.050109884	2.629898822	5.033176214	4.512929189	6.688812997	4.814771851	4.354616382	2.845424684	6.718393067	4.373063815	3.923593652	1.457172206	4.673932361	6.319297465	5.848817629	7.24328279	0.712170648	10.69442827	22.71490578	13.09825791	10.02784038	17.11153201	7.04067062	7.127375672	6.861588464	5.003798018	7.661627787	4.591016529	5.7149723	7.375482223	8.24230285	5.095836328	4.800924636	5.340514174	4.143985231	6.436319654	2.817683738	7.444223511	5.892718885	5.265852878	7.475756816	5.775460599	3.677050058	7.550513765	4.693544163	8.277248207		4.801075687	3.997152003	4.539242851	4.638434417	3.140253872	6.667155254	3.982188367	4.855079173	4.81535216	6.815772601	5.434558639	4.497267782	5.622125565	5.124578221	5.350437088	3.024730307	6.226759586	3.698349538	3.422715871	4.033582874	4.20810607	5.762261697	7.182141222	6.234486191	2.333678123	5.93007615	4.080119601	4.610224677	4.912499368	7.539012614
MSTs	A106004-101	A106004-101																																																																												4.061593515														
MSTs	A112003-101	A112003-101	5.141003653	1.2847862	0.896938563	0.725991588	3.933463276	1.80483789	0.916341585	0.664908878	0.850833254	3.723858423	2.689875186	1.042314276	0.639164401	0.576264859	2.34884581	1.415366093	0.507054668	1.367568963	2.599959037	2.409614115	4.592193062	1.253376588	3.517085032	2.329902826	3.997927692	1.823847436	0.765702376	0.66636675	0.611118053	3.15723821	1.238202969	0.531979308	1.1426364	2.6867051	2.530285762	1.465028912	1.890778059	1.159121535	2.785795474	2.531889302	4.510513945	1.322869362	1.092894247	0.951576775	3.692197705	2.272258744	0.890675865	0.699619555	0.648593575	1.123854845	1.614385155	0.586280339	0.366385988	3.661067416	3.052935888	5.386234769	1.238855486	2.866941078	2.743521835	4.613371434	1.307681022	0.687150993	0.589984311	0.589483872	3.088806505	1.124753319	0.490828094	0.374024714	2.81703549	2.657213468	1.288102669	0.497067207	1.477561151	2.827413082	2.790815654	4.656041678	1.157194927	2.070245386	2.310437561	4.598207481	2.001593044	0.958032549	0.824651811	0.581844608	4.004160786	1.288671626	0.508082206	0.333654171	2.561584879	2.473308063
MSTs	A116014-101	A116014-101	3.474477545	3.63922556	1.898799751	3.280265256	2.639988695	2.949708149	3.987462884	3.098147375	3.652903335	1.944229915	5.180124425	3.63410764	3.045447785	3.963594862	2.648898105	3.328681686	5.474564761	4.505632871	3.752818744	2.638783215	4.028188704	6.4727431	4.220777477	3.840144998	3.624303619	3.131247295	3.709023834	2.919953349	2.995379959	2.042144504	3.62802187	4.478479085	3.875778263	2.42978851	3.047279309	3.866567784	3.831004252	3.934823319	2.670205478	2.721865696	3.861092404	4.866334219	3.610765109	3.152811192	2.701793775	5.306441627	5.789030077	4.467028118	3.490401953	2.680190879	3.81035079	6.291203565	3.388096578	4.093982185	3.706276928	4.98618568	4.920565625	2.538880455	3.374432572	3.28645738	2.711408036	4.247289081	2.581733287	1.989174781	2.929180321	2.367626288	4.000610454	2.508887444	2.656660062	2.34272505	2.985543581	3.972707527	3.59936356	2.594343333	2.73392129	2.816963859	3.033394418	1.985079452	3.350820511	2.285735695	3.511290114	4.138745743	5.132016165	3.00362576	2.060385885	3.433701178	3.20252707	2.745938538	2.270208297	2.570337588
MSTs	A118006-101	A118006-101	4.8055909	4.654565523	3.529884419	4.335356142	5.384679914	4.329115607	5.556695091	3.721485081	6.262197808	2.9485972	4.33772428	4.271799208	3.822426998	4.166533654	3.353995837	4.143414562	4.429717876	3.948894481	3.536992798	3.263057345	4.241440322	4.330764896	2.745683581	3.101519932	4.228119142	3.527516701	4.179821832	4.290654796	5.07754685	2.462551846	4.32906617	4.540232965	3.638831529	3.551483791	3.937232417	4.165512053	4.383573024	4.798831604	3.821008316	4.260514507	4.71831743	4.28986996	3.974266356	4.120184861	6.07559851	4.295459425	4.159608726	3.516632548	3.459685928	3.702520654	4.117558734	4.418719366	2.737084434	5.637481826	4.601719795	4.350215566	4.190337685	3.209517184	3.817235732	4.226769487	4.478326687	3.83648743	3.09177335	3.070115905	4.166896837	3.408426818	3.897903563	3.641395596	3.987245398	3.673980696	3.173377159	3.234799863	3.785782283	3.841204807	3.737944453	3.698039319	4.185941948	2.241804035	3.147725441	2.798032038	3.690540397	3.904199458	4.315721705	3.330053945	2.881281964	3.387975564	4.432959262	3.229959465	3.288516558	3.781633727
MSTs	A118008-101	A118008-101	7.838391813	10.61746778	7.071701977	8.081893018	9.334114012	7.743248146	8.779051553	7.426737885	10.00969375	7.686417789	9.157758389	10.0196563	7.975506382	8.971128286	5.933838983	7.680279794	9.169204729	9.018289708	6.956214165	6.959496094	6.514161207	8.449359243	7.189926425	6.526560217	7.473300512	7.024889174	9.119811967	9.102771693	8.179394341	5.514223442	9.134502089	11.15760592	8.445223207	7.465505225	8.055353781	9.134354988	5.334217106	8.279355641	6.602939666	8.202507947	7.529950835	8.917999732	8.146696552	7.55905004	7.679793881	8.071741543	8.310096885	8.321102932	7.644804301	5.29477758	7.813972432	9.732890215	7.256418392	8.423321224	8.049619816	6.802846112	7.252195607	6.66423533	8.341086375	9.030536976	9.956233146	9.343008697	9.279936125	8.752630587	8.206945992	6.522035519	8.761548566	8.789226848	6.3846765	6.700531251	6.670045561	8.121171989	8.92588384	7.308594899	8.223486279	6.601899184	9.032491935	5.07530036	7.002887861	7.02046947	7.321467909	9.356492656	9.97898163	7.447553995	7.150113881	6.492346666	9.061344316	7.253009856	6.459609315	6.003363241
MSTs	A124002-101	A124002-101	0.636302421	0.805041647	0.810304422	0.496481922	0.950324622	0.805511924	0.396780126	1.079737579	0.496581369	0.398866878	0.612482237	0.650563376	0.424442218	0.34366019	0.550611649	1.537989234	0.536804544	0.527655137	0.568323672	0.599662678	1.556903099	1.866472199	4.5085745	1.159147082	0.229748699	3.029408933	3.391332264	5.045096351	5.598966906	0.614907795	0.707335028	1.367098883	0.88071343	0.810988695	0.660414628	0.684541547	0.514523369	0.686695659	0.698902333	0.75608988	0.638040351	0.582928524	0.538379355	0.554337575	0.512938836	0.852331975	0.913323256	1.007969729	2.544850641	0.692200993	1.027159526	1.085658769	0.654591728	1.256082047	1.388711606	5.448356535	3.396131133	2.799819508	3.583771372	0.440268459	0.853167107	0.665082295	1.078913839	1.011600102	0.62293436	0.884372231	0.487440026	0.735704803	0.519285048	0.711196848	0.660805136	0.41598808	0.757408858	0.785774563	0.646614255	4.141367406	3.455917269	4.240053699	3.6903386	0.546697394	2.222180905	3.133875547	2.762201636	1.830699559	0.575136533	5.223034958	5.847637762	5.929483575	5.137835019	6.210674402
MSTs	A136010-101	A136010-101										1.282444032															0.618014755																									0.361484283										1.579713568																				1.518057425					0.699430701					
